e,b,pAB,pAB_err,pBB,pBB_err
0.01,0.0,0.07504520795660036,0.0026407234245330456,0.021599357042395018,0.001457068462666578
0.01,2.0,0.06947093665294649,0.002547505194093866,0.020580263025800623,0.001422520114979497
0.01,4.0,0.06495331793996587,0.002469254460654523,0.018070474851922497,0.0013346686881141252
0.01,6.0,0.05979899497487437,0.00237709072588371,0.016381909547738695,0.0012725767231536189
0.01,8.0,0.04961333735060761,0.0021761314915022868,0.01546650597569549,0.0012366508520103693
0.01,10.0,0.047121470913292475,0.002123983740946598,0.012860444087209887,0.0011293804306999609
0.01,12.0,0.0440112540192926,0.002056141874250904,0.013062700964630225,0.0011381672633964351
0.01,14.0,0.04203117144293615,0.0020121439273873866,0.011362493715434891,0.0010628034988768604
0.01,16.0,0.03904054596547571,0.0019404104895469742,0.014050582095543959,0.0011791189427552357
0.01,18.0,0.037144864973396245,0.0018948655382485069,0.011143459492018873,0.0010517806931581372
0.01,20.0,0.03685108946681394,0.0018878349351136203,0.007932523345717441,0.0008889317524516874
0.01,22.0,0.03394937725994375,0.0018149865231203936,0.011349939734833267,0.001061635988728799
0.01,24.0,0.037743425015057216,0.0019093820202295468,0.00883356755671552,0.0009374931246986849
0.01,26.0,0.03762415972709943,0.001906002787789729,0.008126818501053476,0.000899303171712852
0.01,28.0,0.03770739064856712,0.001910136579815398,0.008345902463549522,0.0009122510335852571
0.01,30.0,0.03655719594255298,0.0018807676813320116,0.0072310937029225674,0.0008491058330714509
0.01,32.0,0.037029603612644256,0.0018916568098084814,0.006322127446061214,0.0007939913683960952
0.01,34.0,0.029733802109492717,0.0017023546526195575,0.00622802611752888,0.0007884932007921534
0.01,36.0,0.028229857343781393,0.0016601116574202432,0.0041189471569218405,0.0006419453049027396
0.01,38.0,0.022798031535603093,0.0014958105363854573,0.003715978708446319,0.0006097670285721788
0.01,40.0,0.021804662379421223,0.0014639703933119817,0.0043207395498392285,0.0006574815812634843
0.01,42.0,0.017780010045203416,0.0013244932614391732,0.0022099447513812156,0.0004706408953687264
0.01,44.0,0.017475143115396205,0.0013131607406221529,0.0019082052827156773,0.00043735443614254985
0.01,46.0,0.012656956303365142,0.0011204127531263385,0.0014063284781516826,0.000375592713354218
0.01,48.0,0.010552763819095477,0.0010243960345812137,0.0033165829145728643,0.0005763847814749644
0.01,50.0,0.007430464906115072,0.0008605588953407208,0.0016065870067275831,0.0004013239817640223
0.01,52.0,0.006428930185836263,0.0008010289115740389,0.002410848819688599,0.0004915188922740416
0.01,54.0,0.004924128228318762,0.0007017128210878372,0.0012059089538739825,0.00034790596819276497
0.01,56.0,0.0042228031369394734,0.0006502154409940068,0.0013070581138145989,0.00036227570605970355
0.01,58.0,0.0026101797008332497,0.0005112298450783231,0.001104306796506375,0.0003327771306949131
0.01,60.0,0.0018090452261306533,0.0004260101895000117,0.001206030150753769,0.00034794091250656866
0.01,62.0,0.002109492717227524,0.0004598432635059602,0.0005022601707684581,0.0002245611615298517
0.01,64.0,0.0022097227802330252,0.0004705936756267876,0.0007030936118923262,0.0002656509684709285
0.01,66.0,0.00160787860516531,0.00040164636208548065,0.0005024620641141594,0.00022465140561243413
0.01,68.0,0.0012059089538739825,0.00034790596819276497,0.0007034468897598232,0.00026578440102396266
0.01,70.0,0.0017107779007748817,0.00041456951362729753,0.00040253597665291336,0.00020122747544594835
0.01,72.0,0.0011058610636372776,0.0003332452417780481,0.0003015984719010757,0.000174101698595931
0.01,74.0,0.0012062726176115801,0.00034801082219762183,0.00030156815440289503,0.00017408420005965113
0.01,76.0,0.0014066110720385814,0.0003756681334657194,0.0,0.0
0.01,78.0,0.0013066639863302844,0.000362166537688006,0.0003015378429992964,0.00017406670504048786
0.01,80.0,0.00040180813661476645,0.00020086370180741634,0.00020090406830738323,0.0001420463580721417
0.01,82.0,0.0007028818154433176,0.0002655709732277803,0.0003012350637614218,0.00017389194805721942
0.01,84.0,0.00030120481927710846,0.0001738744916564544,0.0,0.0
0.01,86.0,0.0002008233758409479,0.00014198931134371846,0.0002008233758409479,0.00014198931134371846
0.01,88.0,0.00020090406830738323,0.0001420463580721417,0.00030135610246107485,0.0001739618087256117
0.01,90.0,0.0003013863773357444,0.00017397928266432613,0.0005023106288929073,0.00022458371575262228
0.01,92.0,0.0001003814495081309,0.00010037641116398597,0.0005019072475406545,0.00022440340872404446
0.01,94.0,0.00010050251256281407,0.00010049746205839808,0.0005025125628140704,0.000224673977967425
0.01,96.0,0.00020110608345902463,0.00014218917564077713,0.0,0.0
0.01,98.0,0.0,0.0,0.0,0.0
0.01,100.0,0.0,0.0,0.00040180813661476645,0.00020086370180741634
0.01,102.0,0.0,0.0,0.0003013258336681398,0.00017394433829660092
0.01,104.0,0.0,0.0,0.0003012350637614218,0.00017389194805721942
0.01,106.0,0.0,0.0,0.0,0.0
0.01,108.0,0.0,0.0,0.0,0.0
0.01,110.0,0.0,0.0,0.0,0.0
0.01,112.0,0.0,0.0,0.0,0.0
0.05,0.0,0.05368589743589743,0.003190145390834626,0.015024038461538462,0.0017217451600637244
0.05,2.0,0.054086538461538464,0.0032013488999802007,0.014022435897435898,0.001664209357696811
0.05,4.0,0.04067321178120617,0.002796042284971436,0.009617311160088158,0.001381448086282945
0.05,6.0,0.03627254509018036,0.002646767891810401,0.010420841683366733,0.0014375613774107294
0.05,8.0,0.035871743486973945,0.0026326515168655054,0.009418837675350702,0.0013673931997654329
0.05,10.0,0.031425140112089675,0.0024682775474905976,0.007205764611689352,0.0011966260254088592
0.05,12.0,0.02627356598475732,0.0022651754896779387,0.009225832330525471,0.0013539853927237498
0.05,14.0,0.02627356598475732,0.0022651754896779387,0.007420778178900923,0.001215433431174171
0.05,16.0,0.02768860353130016,0.002324150234161375,0.008426966292134831,0.0012948187069228504
0.05,18.0,0.03133446791470618,0.001743159306640102,0.0064070477525277805,0.0007983112049949465
0.05,20.0,0.028434120945134162,0.0023519699099246484,0.005006007208650381,0.0009986922867609557
0.05,22.0,0.03047924603970323,0.0024342264710258007,0.00421094846601163,0.000916967519779028
0.05,24.0,0.023036858974358976,0.002123310136104811,0.0026041666666666665,0.0007213248170654612
0.05,26.0,0.026463512429831595,0.002272671351540874,0.0032076984763432237,0.0008006374198305352
0.05,28.0,0.02064128256513026,0.0020127459592388223,0.00501002004008016,0.0009994908262105206
0.05,30.0,0.020432692307692308,0.0020023622564160977,0.0028044871794871795,0.0007484789639292246
0.05,32.0,0.013824884792626729,0.0016527759902274827,0.002003606491685033,0.000632960948047712
0.05,34.0,0.01261513816579896,0.001579301213118467,0.0014016820184221065,0.0005294145794598042
0.05,36.0,0.007618283881315156,0.001231132314035726,0.0022052927024859663,0.000664187190794178
0.05,38.0,0.005411906193625977,0.001038699699885326,0.0012026458208057728,0.000490682775177586
0.05,40.0,0.004006410256410256,0.0008940641743466057,0.0018028846153846155,0.0006004195619149774
0.05,42.0,0.004204204204204204,0.0009155020033625661,0.0018018018018018018,0.0006000592750281529
0.05,44.0,0.004008819402685909,0.0008946007136693368,0.0012026458208057728,0.000490682775177586
0.05,46.0,0.0028067361668003207,0.0007490783429330355,0.0012028869286287089,0.0004907810885901484
0.05,48.0,0.002004008016032064,0.0006330876665738202,0.0006012024048096192,0.00034700001457614626
0.05,50.0,0.001001401962747847,0.00044761628192185827,0.0002002803925495694,0.0002002603354274371
0.05,52.0,0.0016019223067681217,0.0005659112447925198,0.0,0.0
0.05,54.0,0.00040096230954290296,0.00028346632132694304,0.00040096230954290296,0.00028346632132694304
0.05,56.0,0.0018028846153846155,0.0006004195619149774,0.0,0.0
0.05,58.0,0.0008019246190858059,0.00040080150652478853,0.00020048115477145148,0.00020046105741740655
0.05,60.0,0.0018039687312086591,0.0006007802817072563,0.00020044097013429546,0.00020042088083631123
0.05,62.0,0.00020056157240272763,0.0002005414589220169,0.0,0.0
0.05,64.0,0.0004004004004004004,0.0002830691507884249,0.0,0.0
0.05,66.0,0.00020024028834601522,0.00020022023925576763,0.00020024028834601522,0.00020022023925576763
0.05,68.0,0.00020032051282051281,0.0002003004476616684,0.00020032051282051281,0.0002003004476616684
0.05,70.0,0.0,0.0,0.00030054097375275494,0.0001734913355932559
0.05,72.0,0.0,0.0,0.0,0.0
0.05,74.0,0.0,0.0,0.0,0.0
0.05,76.0,0.0,0.0,0.00020032051282051281,0.0002003004476616684
0.05,78.0,0.0,0.0,0.0,0.0
0.05,80.0,0.00020012007204322593,0.00020010004701970623,0.0,0.0
0.05,82.0,0.0,0.0,0.0,0.0
0.05,84.0,0.0,0.0,0.0,0.0
0.05,86.0,0.0,0.0,0.0,0.0
0.05,88.0,0.0,0.0,0.0,0.0
0.05,90.0,0.00010026067776218167,0.0001002556515344426,0.0,0.0
0.05,92.0,0.0,0.0,0.0,0.0
0.05,94.0,0.0,0.0,0.0,0.0
0.05,96.0,0.0,0.0,0.0,0.0
0.05,98.0,0.0,0.0,0.0,0.0
0.05,100.0,0.0,0.0,0.0,0.0
0.1,0.0,0.05018531503556045,0.002185129759429775,0.013823499949914855,0.0011685728630327352
0.1,1.5,0.04879759519038076,0.0021566040135230983,0.011623246492985972,0.0010729011590958903
0.1,3.0,0.04114937925510613,0.0019875490448412426,0.008309971966359632,0.0009083400967178325
0.1,4.5,0.03642914331465172,0.0018743042699621497,0.008306645316253003,0.0009079779926917102
0.1,6.0,0.03176989376628583,0.0017558015284914383,0.009621166566446182,0.000977221001608056
0.1,7.5,0.028651572831095973,0.0016697558422628818,0.008314966940492887,0.0009088837945969141
0.1,9.0,0.028857715430861724,0.0016757419225762276,0.008617234468937876,0.0009252079731019968
0.1,10.5,0.023826208829712685,0.0015259139277488583,0.007808589448393233,0.000880689908030906
0.1,12.0,0.024919935948759006,0.0015594353930519075,0.007706164931945556,0.0008748086805586611
0.1,13.5,0.02183274912368553,0.0014624692281561787,0.0053079619429143715,0.0007271670414367817
0.1,15.0,0.026442307692307692,0.00160575113400186,0.006810897435897436,0.0008231251224139319
0.1,16.5,0.026326326326326328,0.001601839872717132,0.006006006006006006,0.0007730400900127687
0.1,18.0,0.026645297004908343,0.0016118154449537522,0.005208855053591105,0.0007204544962870678
0.1,19.5,0.025728301131244368,0.001584107288255822,0.004805285814395836,0.0006919148249613398
0.1,21.0,0.022936698717948716,0.0014982163062614267,0.003705929487179487,0.0006081210861252702
0.1,22.5,0.024143458224804647,0.0015363279961180675,0.0018032458425165298,0.0004246457322180471
0.1,24.0,0.022135416666666668,0.0014724173389627335,0.0031049679487179485,0.0005568022613898046
0.1,25.5,0.01922306768121746,0.0013739065754802457,0.0024028834601521826,0.0004898968869821084
0.1,27.0,0.014325786415547987,0.001189370467814754,0.002003606491685033,0.00044757097859080317
0.1,28.5,0.013214535989588548,0.001142552918996236,0.0018019821803984383,0.00042434842146882063
0.1,30.0,0.010516826923076924,0.0010209260460194963,0.001702724358974359,0.00041261957871622547
0.1,31.5,0.008415990381725278,0.0009143876354056773,0.0022041879571185253,0.0004694162538020554
0.1,33.0,0.005704563650920737,0.0007534296818387989,0.0016012810248198558,0.0003999996151793845
0.1,34.5,0.005809876790543925,0.000760654865970747,0.0006010217369528198,0.0002452923503813715
0.1,36.0,0.0028036447381596073,0.0005290957914193107,0.0011014318614198458,0.0003319112615423733
0.1,37.5,0.003002101471029721,0.0005472828781926858,0.0011007705393775644,0.000331712085090213
0.1,39.0,0.002104419280489027,0.00045873848333215087,0.0005010522096402445,0.00022402121594449878
0.1,40.5,0.0021046301864101023,0.0004587844098432605,0.0006013229104028864,0.00024541522999455494
0.1,42.0,0.00170238333667134,0.0004125370095671466,0.0008011215701982776,0.00028312577015386533
0.1,43.5,0.001001602564102564,0.0003165758804798263,0.000500801282051282,0.00022390905393890415
0.1,45.0,0.0012014417300760913,0.00034661794469420233,0.00040048057669203043,0.00020020018815769964
0.1,46.5,0.0007011920264449565,0.00026493274151470164,0.0003005108684764099,0.00017347395952797086
0.1,48.0,0.0007008410092110533,0.0002648001625006272,0.00040048057669203043,0.00020020018815769964
0.1,49.5,0.0008008809690659726,0.0002830407729656863,0.00010011012113324657,0.00010010510998965023
0.1,51.0,0.0,0.0,0.0,0.0
0.1,52.5,0.0005005005005005005,0.0002237746076971199,0.0002002002002002002,0.0001415487479847846
0.1,54.0,0.000600540486437794,0.0002450959987432154,0.0,0.0
0.1,55.5,0.000300270243218897,0.000173335076207249,0.000300270243218897,0.000173335076207249
0.1,57.0,0.0004003603242918627,0.000200140086036992,0.00010009008107296567,0.00010008507193545668
0.1,58.5,0.0001001401962747847,0.00010013518211979696,0.0001001401962747847,0.00010013518211979696
0.1,60.0,0.00020024028834601522,0.00014157708890854629,0.00020024028834601522,0.00014157708890854629
0.1,61.5,0.0,0.0,0.0003005108684764099,0.00017347395952797086
0.1,63.0,0.00010013016921998598,0.00010012515606909693,0.0005006508460999299,0.00022384181062988392
0.1,64.5,0.00010012014417300761,0.00010011513202591563,0.00010012014417300761,0.00010011513202591563
0.1,66.0,0.0,0.0,0.0,0.0
0.1,67.5,0.0,0.0,0.0002002002002002002,0.0001415487479847846
0.1,69.0,0.0,0.0,0.0,0.0
0.1,70.5,0.0,0.0,0.00010012014417300761,0.00010011513202591563
0.1,72.0,0.0,0.0,0.0003005108684764099,0.00017347395952797086
0.1,73.5,0.0,0.0,0.00010016025641025641,0.0001001552402461661
0.1,75.0,0.0,0.0,0.0,0.0
0.1,76.5,0.0,0.0,0.0,0.0
0.1,78.0,0.0,0.0,0.0,0.0
0.1,79.5,0.0,0.0,0.0,0.0
0.3,0.0,0.04231692677070829,0.002013514873249512,0.009903961584633853,0.0009904441957214604
0.3,1.4,0.03542125275165099,0.0018489753882914095,0.009505703422053232,0.000970618237160164
0.3,2.8,0.03661830915457729,0.0018786978500359164,0.0073036518259129565,0.0008517003853263552
0.3,4.2,0.02952952952952953,0.001693700759813613,0.007207207207207207,0.0008463111601105626
