e,b,n12,n23,n31,nd,nc,rej,time
131.0,24.5,2,0,1,29997,0,0,292.2292592525482
131.0,23.5,3,2,1,29994,0,0,333.66205310821533
131.0,24.25,1,2,4,29992,0,1,314.5741410255432
131.0,27.25,2,0,0,29998,0,0,249.85437893867493
131.0,26.5,0,0,0,30000,0,0,262.4138112068176
131.0,26.25,0,0,0,30000,0,0,266.12377190589905
131.0,26.75,1,0,1,29998,0,0,269.7887136936188
131.0,26.0,2,0,3,29995,0,0,282.1044497489929
131.0,25.25,1,0,0,29999,0,0,284.2900130748749
131.0,25.5,1,1,2,29996,0,0,285.7301490306854
131.0,27.0,2,0,0,29997,0,1,292.0607388019562
131.0,25.75,2,0,0,29998,0,0,293.42968797683716
131.0,24.5,1,0,2,29997,0,0,304.7763912677765
131.0,25.0,1,1,0,29998,0,0,306.63319277763367
131.0,24.75,2,1,1,29996,0,0,308.27590823173523
131.0,27.5,0,1,0,29999,0,0,230.16394519805908
131.0,27.75,0,0,0,30000,0,0,246.128235578537
131.0,28.25,0,0,0,30000,0,0,246.99914121627808
131.0,28.0,1,0,1,29997,0,1,266.7946376800537
131.0,29.0,0,0,1,29999,0,0,253.76418232917786
131.0,28.75,0,0,0,30000,0,0,256.80232095718384
131.0,29.75,0,0,0,30000,0,0,237.43088006973267
131.0,30.0,0,0,1,29999,0,0,239.256489276886
131.0,29.5,1,0,0,29999,0,0,258.6812934875488
131.0,30.25,1,0,0,29998,0,1,246.74954509735107
131.0,28.5,1,0,0,29999,0,0,292.30909299850464
131.0,29.25,0,0,0,30000,0,0,285.45380115509033
131.0,30.5,0,0,0,30000,0,0,204.95332098007202
131.0,30.75,0,1,0,29999,0,0,208.53632354736328
131.0,31.0,0,1,0,29998,0,1,213.55227065086365
131.0,31.25,0,0,0,30000,0,0,205.08774518966675
131.0,31.75,0,0,0,30000,0,0,204.643452167511
131.0,32.0,0,0,0,30000,0,0,204.71643543243408
131.0,32.25,0,0,0,30000,0,0,205.59674263000488
131.0,31.5,0,0,1,29998,0,1,215.16725778579712
131.0,33.5,0,0,0,30000,0,0,191.5411491394043
131.0,33.0,0,0,0,29999,0,1,197.1288366317749
131.0,32.5,0,0,0,30000,0,0,207.01039838790894
131.0,32.25,0,0,0,29999,0,1,207.12463855743408
131.0,32.75,0,0,0,30000,0,0,207.61545324325562
131.0,33.25,1,0,0,29999,0,0,255.06323647499084
10.0,2.5,266,483,481,28770,0,0,3970.083899974823
10.0,0.75,257,503,593,28646,0,1,4007.8550310134888
10.0,2.75,278,487,478,28757,0,0,3996.9746730327606
10.0,2.0,259,518,530,28693,0,0,4025.2787635326385
10.0,1.0,250,563,540,28647,0,0,4077.995603084564
10.0,1.75,290,496,523,28691,0,0,4079.7556676864624
10.0,0.5,243,558,569,28630,0,0,4144.6153652668
10.0,0.0,296,514,548,28641,0,1,4172.228965997696
10.0,2.25,292,486,547,28675,0,0,4203.848377227783
10.0,1.5,287,549,519,28645,0,0,4209.507036685944
10.0,1.25,284,530,541,28644,0,1,4240.048904418945
10.0,0.25,294,598,546,28562,0,0,4327.220962524414
10.0,4.75,265,412,384,28939,0,0,3528.6143317222595
10.0,3.5,275,452,408,28864,0,1,3721.3448448181152
10.0,3.25,278,424,427,28870,0,1,3732.3829338550568
10.0,4.5,286,364,367,28982,0,1,3613.300187110901
10.0,5.0,285,353,392,28967,0,3,3563.6027398109436
10.0,5.75,288,340,329,29043,0,0,3433.8640491962433
10.0,5.5,298,345,344,29013,0,0,3657.5116300582886
10.0,3.75,294,409,438,28858,0,1,3887.693341732025
10.0,6.5,289,320,303,29087,0,1,3393.0986988544464
10.0,6.0,280,352,328,29039,0,1,3467.5259885787964
10.0,6.25,279,366,352,29003,0,0,3457.1663811206818
10.0,6.75,302,345,340,29013,0,0,3461.348251581192
10.0,7.25,304,321,338,29037,0,0,3477.377453327179
10.0,7.0,276,312,347,29064,0,1,3526.941825866699
10.0,7.75,312,312,301,29075,0,0,3432.716017484665
10.0,7.5,293,334,357,29016,0,0,3678.4164276123047
10.0,8.25,287,286,323,29102,0,2,3420.981122970581
10.0,8.0,322,287,293,29098,0,0,3460.2129859924316
10.0,8.5,284,319,317,29079,0,1,3411.3979485034943
10.0,8.75,327,302,331,29039,0,1,3610.058856010437
10.0,9.0,297,316,342,29045,0,0,3656.0313651561737
10.0,9.5,311,267,311,29111,0,0,3565.735216140747
10.0,9.25,290,333,316,29061,0,0,3650.597857236862
10.0,9.75,309,315,307,29069,0,0,3885.133308649063
10.0,10.0,287,276,322,29115,0,0,3552.9285576343536
10.0,10.25,297,306,301,29096,0,0,3601.3134372234344
10.0,10.5,309,282,290,29116,0,3,3659.132894039154
10.0,11.5,267,335,279,29119,0,0,3362.6730601787567
10.0,10.75,291,299,300,29110,0,0,3626.682271003723
10.0,11.0,293,318,265,29124,0,0,3630.858682155609
10.0,11.25,316,309,303,29072,0,0,3799.3302114009857
10.0,11.75,300,296,292,29111,0,1,3706.3525352478027
10.0,12.0,294,312,301,29092,0,1,3518.29163479805
10.0,12.5,280,276,304,29140,0,0,3502.1227514743805
10.0,12.75,262,319,266,29153,0,0,3457.199987411499
10.0,13.0,248,277,269,29205,0,1,3466.262324810028
10.0,13.25,263,296,265,29176,0,0,3398.4448041915894
10.0,13.5,272,267,243,29218,0,0,3269.6751906871796
10.0,12.25,255,302,301,29142,0,0,3937.2361686229706
10.0,13.75,250,262,232,29256,0,0,3424.6066427230835
10.0,14.0,234,255,223,29287,0,1,3128.191837787628
10.0,14.5,239,208,225,29327,0,1,3153.245653629303
10.0,14.75,210,235,226,29325,0,4,3093.310742378235
10.0,14.25,251,233,230,29286,0,0,3249.234131336212
10.0,15.0,232,240,208,29317,0,3,3136.673953771591
10.0,15.25,201,210,234,29354,0,1,3190.4051101207733
10.0,15.5,219,251,212,29318,0,0,3384.2392914295197
10.0,15.75,238,194,211,29357,0,0,3223.970891237259
10.0,16.0,229,206,214,29351,0,0,3025.203994989395
10.0,16.75,223,197,180,29400,0,0,3009.1083464622498
10.0,16.25,240,173,204,29382,0,1,3134.285673379898
10.0,17.0,213,176,232,29378,0,1,3043.522231578827
10.0,17.25,222,196,190,29392,0,0,2990.559195995331
10.0,16.5,201,241,243,29315,0,0,3201.1957635879517
10.0,17.75,202,212,210,29376,0,0,3050.6370074748993
10.0,18.25,213,202,191,29394,0,0,3028.057473897934
10.0,17.5,238,202,200,29359,0,1,3151.629080057144
10.0,18.0,224,195,168,29413,0,0,3084.4228942394257
10.0,18.5,222,194,195,29388,0,1,3007.348261117935
10.0,18.75,202,181,190,29425,0,2,3112.7199347019196
10.0,19.0,202,169,177,29450,0,2,2792.8193776607513
10.0,19.25,168,175,166,29491,0,0,2560.117193222046
10.0,20.0,186,143,138,29532,0,1,2427.2558405399323
10.0,20.25,198,126,128,29548,0,0,2501.403922557831
10.0,19.75,191,158,153,29496,0,2,2615.742908477783
10.0,19.5,209,165,173,29453,0,0,2776.5027627944946
10.0,21.25,155,114,156,29574,0,1,2302.7542848587036
10.0,21.75,151,130,136,29583,0,0,2347.721240758896
10.0,22.5,167,101,103,29629,0,0,2008.9838817119598
10.0,23.0,164,103,104,29629,0,0,1917.9523837566376
10.0,22.0,150,122,111,29617,0,0,2101.498419046402
10.0,22.25,152,107,111,29630,0,0,2094.212277650833
10.0,22.75,172,110,91,29627,0,0,2019.7827246189117
10.0,23.5,128,75,84,29712,0,1,1754.1906957626343
10.0,23.25,167,119,97,29615,0,2,1968.53706407547
10.0,23.75,142,106,93,29659,0,0,2044.3367269039154
10.0,24.5,129,79,81,29710,0,1,1526.6044948101044
10.0,24.25,125,87,75,29712,0,1,1607.6272232532501
10.0,24.0,129,89,94,29688,0,0,1738.3289794921875
10.0,26.75,71,52,49,29828,0,0,1145.0150949954987
10.0,26.5,77,61,63,29796,0,3,1204.2403419017792
10.0,27.0,78,43,53,29824,0,2,1218.129516839981
10.0,27.25,64,57,53,29825,0,1,1240.918919801712
10.0,26.25,81,50,48,29821,0,0,1252.0925505161285
10.0,26.0,83,66,74,29776,0,1,1325.6904158592224
10.0,25.75,95,66,72,29767,0,0,1425.0275654792786
10.0,25.5,110,69,70,29750,0,1,1491.6883435249329
10.0,24.75,117,82,66,29734,0,1,1527.3528027534485
10.0,24.5,109,74,75,29740,0,2,1549.232824087143
10.0,25.0,135,78,76,29711,0,0,1624.6553394794464
10.0,25.25,126,81,57,29736,0,0,1637.085394859314
10.0,28.75,40,43,40,29877,0,0,880.2425811290741
10.0,29.25,25,40,41,29894,0,0,805.2347319126129
10.0,29.75,23,37,26,29914,0,0,748.4036803245544
10.0,29.0,41,36,37,29884,0,2,892.584007024765
10.0,30.0,14,41,35,29910,0,0,729.714348077774
10.0,29.5,23,29,36,29912,0,0,833.2044849395752
10.0,30.25,28,41,32,29898,0,1,761.0795078277588
10.0,30.5,20,28,28,29923,0,1,630.8837168216705
10.0,31.0,8,22,20,29950,0,0,573.0829246044159
10.0,31.25,14,9,19,29958,0,0,558.9512798786163
10.0,30.75,12,25,26,29937,0,0,585.4792084693909
10.0,31.75,19,17,14,29950,0,0,561.279382944107
10.0,31.5,14,20,31,29934,0,1,585.8074572086334
10.0,32.0,12,9,23,29954,0,2,584.6835007667542
10.0,32.5,9,8,13,29969,0,1,506.4960868358612
10.0,32.25,12,20,19,29948,0,1,557.5428142547607
10.0,33.0,10,8,19,29962,0,1,534.3389596939087
10.0,33.25,5,11,21,29963,0,0,495.9888756275177
10.0,32.75,14,18,9,29959,0,0,551.668265581131
10.0,33.5,7,7,9,29976,0,1,488.22155690193176
10.0,33.75,9,9,4,29978,0,0,458.8041977882385
10.0,34.0,2,6,5,29986,0,1,436.18880438804626
10.0,35.5,4,3,4,29988,0,1,379.186856508255
10.0,35.0,7,4,3,29984,0,2,411.71194863319397
10.0,34.25,6,7,8,29979,0,0,443.36316871643066
10.0,34.75,4,5,6,29984,0,1,441.43010544776917
10.0,35.25,5,4,6,29985,0,0,446.55472445487976
10.0,34.5,10,3,8,29976,0,3,498.39989852905273
10.0,36.0,1,3,4,29992,0,0,344.51383209228516
10.0,35.75,2,2,3,29992,0,1,390.2290768623352
10.0,36.25,5,1,1,29992,0,1,379.0652756690979
10.0,36.5,3,3,6,29988,0,0,403.1486475467682
10.0,36.75,6,1,1,29992,0,0,398.7894084453583
10.0,37.25,4,1,1,29993,0,1,358.8918435573578
10.0,37.0,5,1,4,29990,0,0,404.15162920951843
10.0,37.5,2,3,2,29993,0,0,335.2869153022766
10.0,37.75,1,4,2,29993,0,0,362.0956654548645
10.0,38.0,4,1,2,29993,0,0,363.80919337272644
10.0,38.25,0,3,5,29991,0,1,344.79411721229553
10.0,39.0,0,1,1,29998,0,0,334.91967821121216
10.0,38.5,2,5,2,29991,0,0,360.82362389564514
10.0,38.75,4,0,1,29995,0,0,354.04837822914124
10.0,39.25,1,3,0,29996,0,0,294.22383856773376
10.0,39.5,0,1,1,29998,0,0,339.640460729599
10.0,40.0,2,1,1,29996,0,0,327.9292485713959
10.0,39.75,1,3,2,29994,0,0,342.4575710296631
10.0,40.75,1,1,0,29998,0,0,302.94270038604736
10.0,40.25,1,1,0,29997,0,1,326.5223569869995
10.0,40.5,0,0,0,30000,0,0,326.89668440818787
10.0,41.0,1,0,1,29998,0,0,271.1593482494354
10.0,41.5,1,1,0,29997,0,1,299.8185086250305
10.0,42.5,0,0,0,29999,0,1,294.4171326160431
10.0,42.0,0,0,3,29997,0,0,311.11205315589905
10.0,41.25,2,1,1,29996,0,0,333.8834903240204
10.0,41.75,0,0,1,29999,0,0,336.22694849967957
10.0,42.25,1,1,1,29997,0,0,320.9195840358734
10.0,42.75,1,0,0,29999,0,0,285.51359724998474
10.0,43.0,0,2,3,29995,0,0,283.8373236656189
10.0,43.75,0,1,0,29999,0,0,273.79491901397705
10.0,44.0,0,0,0,29999,0,1,265.57182908058167
10.0,43.25,1,1,1,29997,0,0,293.49425292015076
10.0,44.25,1,1,0,29996,0,2,270.81270933151245
10.0,43.5,2,1,0,29996,0,1,294.9261384010315
10.0,44.5,0,1,0,29999,0,0,253.44017601013184
10.0,44.75,1,1,0,29998,0,0,263.26968908309937
35.0,4.5,219,271,284,29225,0,1,3046.68883228302
35.0,5.0,268,275,266,29191,0,0,3237.9639213085175
35.0,4.0,263,299,294,29144,0,0,3241.168382167816
35.0,3.0,244,336,333,29087,0,0,3294.741231918335
35.0,3.5,250,325,328,29096,0,1,3330.5841841697693
35.0,1.5,227,424,431,28917,0,1,3526.392992734909
35.0,6.0,284,246,263,29205,0,2,3202.3026053905487
35.0,7.0,251,265,252,29232,0,0,3151.864903688431
35.0,7.5,244,261,238,29257,0,0,3147.206659555435
35.0,6.5,250,244,267,29238,0,1,3255.7220702171326
35.0,8.0,255,230,239,29276,0,0,3196.105343580246
35.0,9.0,276,191,212,29321,0,0,3247.652587890625
35.0,11.0,220,209,202,29368,0,1,2985.691505908966
35.0,10.0,264,206,176,29354,0,0,3087.4121918678284
35.0,9.5,265,203,222,29310,0,0,3186.8457686901093
35.0,10.5,234,222,190,29353,0,1,3098.450930118561
35.0,13.5,190,134,154,29522,0,0,2646.7195329666138
35.0,13.0,185,136,144,29535,0,0,2685.2644736766815
35.0,12.5,211,176,145,29468,0,0,2921.7716336250305
35.0,12.0,213,182,153,29452,0,0,2926.7623822689056
35.0,11.5,217,186,207,29389,0,1,3005.5232558250427
35.0,16.0,141,133,110,29616,0,0,2162.5599043369293
35.0,14.5,163,129,136,29571,0,1,2437.4903836250305
35.0,15.5,157,122,140,29580,0,1,2424.694699525833
35.0,15.0,170,147,147,29536,0,0,2504.569888830185
35.0,14.0,196,154,149,29501,0,0,2859.411231279373
35.0,17.0,147,91,89,29673,0,0,1972.5456264019012
35.0,16.5,163,89,127,29620,0,1,2124.240738391876
35.0,18.0,133,94,73,29700,0,0,1911.337253332138
35.0,18.5,124,82,86,29708,0,0,1826.1396629810333
35.0,17.5,129,64,94,29712,0,1,2091.059062719345
35.0,19.0,119,82,63,29736,0,0,1546.2395277023315
35.0,21.0,80,39,38,29843,0,0,1348.8531279563904
35.0,19.5,107,73,62,29758,0,0,1474.7935602664948
35.0,20.5,103,62,59,29775,0,1,1490.9771659374237
35.0,20.0,115,60,55,29769,0,1,1586.7860255241394
35.0,23.5,32,34,28,29905,0,1,753.2399506568909
35.0,21.5,59,40,31,29870,0,0,999.23508477211
35.0,22.0,61,34,35,29870,0,0,976.8995699882507
35.0,22.5,50,40,45,29863,0,2,1021.7471554279327
35.0,23.0,36,44,41,29879,0,0,959.2936823368073
35.0,26.0,13,11,10,29965,0,1,482.3675045967102
35.0,24.5,25,19,20,29936,0,0,620.1923892498016
35.0,25.5,12,17,20,29951,0,0,525.1058723926544
35.0,24.0,26,29,22,29923,0,0,675.2486679553986
35.0,25.0,16,17,22,29945,0,0,659.8908598423004
35.0,28.0,3,3,6,29988,0,0,390.68673062324524
35.0,27.5,8,5,7,29980,0,0,431.52360367774963
35.0,26.5,10,9,8,29973,0,0,461.8827061653137
35.0,27.0,2,9,13,29976,0,0,466.64832830429077
35.0,28.5,2,2,3,29993,0,0,396.21333527565
35.0,30.0,4,1,2,29993,0,0,331.62112498283386
35.0,29.5,2,3,3,29992,0,0,335.4985179901123
35.0,30.5,0,1,0,29999,0,0,310.0502691268921
35.0,29.0,6,1,3,29990,0,0,376.1682941913605
35.0,31.0,5,1,3,29991,0,0,377.9378876686096
35.0,32.0,2,1,1,29995,0,1,289.53239941596985
35.0,31.5,0,0,0,30000,0,0,290.1655089855194
35.0,33.0,0,1,0,29999,0,0,288.2574734687805
35.0,32.5,0,1,0,29999,0,0,289.6300184726715
35.0,33.5,0,1,2,29997,0,0,296.54371452331543
35.0,34.0,0,0,0,29999,0,1,264.1520822048187
35.0,35.0,0,2,0,29997,0,1,265.14127469062805
35.0,37.0,1,0,1,29998,0,0,274.6099343299866
35.0,34.5,1,1,0,29998,0,0,315.11716413497925
35.0,39.0,0,0,2,29997,0,1,294.5858771800995
35.0,41.0,0,1,0,29998,0,1,223.61952543258667
35.0,45.0,0,0,0,30000,0,0,200.14393711090088
35.0,47.0,0,0,0,29999,0,1,189.90373635292053
35.0,43.0,0,0,0,30000,0,0,208.76896739006042
35.0,49.0,1,0,0,29997,0,2,237.60354804992676
35.0,51.0,0,0,0,29999,0,1,180.3778953552246
35.0,53.0,0,0,0,30000,0,0,169.2601478099823
260.0,3.5,197,144,148,29511,0,0,1890.75119638443
260.0,4.0,206,137,140,29517,0,0,1891.5640697479248
260.0,4.5,210,131,114,29545,0,0,1956.3298034667969
260.0,5.5,205,119,131,29545,0,0,1937.3235251903534
260.0,3.0,191,122,144,29543,0,0,2004.9241478443146
260.0,5.0,233,141,124,29502,0,0,2005.116500377655
260.0,2.5,202,147,153,29498,0,0,2012.9430282115936
260.0,2.0,195,194,232,29379,0,0,2095.7093455791473
260.0,0.0,202,260,252,29286,0,0,2123.8801736831665
260.0,0.5,202,257,262,29279,0,0,2131.2344601154327
260.0,1.0,216,249,231,29304,0,0,2137.7352380752563
260.0,1.5,199,245,252,29304,0,0,2196.2070569992065
260.0,9.0,135,67,75,29722,0,1,1647.346263885498
260.0,6.5,176,111,112,29601,0,0,1834.0609040260315
260.0,8.5,146,75,82,29697,0,0,1734.5019207000732
260.0,7.0,162,115,111,29611,0,1,1847.5418524742126
260.0,7.5,145,111,119,29624,0,1,1867.9447832107544
260.0,11.0,122,50,51,29777,0,0,1708.4538412094116
260.0,9.5,143,73,62,29722,0,0,1781.7867529392242
260.0,11.5,114,58,56,29772,0,0,1719.7438933849335
260.0,10.5,122,65,53,29760,0,0,1786.688034772873
260.0,8.0,172,103,109,29616,0,0,1922.8166813850403
260.0,6.0,223,126,117,29534,0,0,2110.9442784786224
260.0,10.0,145,66,76,29713,0,0,1898.2431564331055
260.0,17.5,13,17,13,29957,0,0,563.8671762943268
260.0,16.5,25,16,11,29947,0,1,659.38170337677
260.0,17.0,32,8,11,29949,0,0,615.1377539634705
260.0,16.0,48,14,19,29919,0,0,834.8431606292725
260.0,15.5,67,22,21,29889,0,1,910.7441153526306
260.0,13.5,77,40,29,29854,0,0,1053.5762069225311
260.0,14.5,79,21,23,29877,0,0,1031.2139818668365
260.0,14.0,79,27,23,29871,0,0,1049.1272194385529
260.0,19.0,4,10,6,29980,0,0,396.13324213027954
260.0,18.5,8,9,8,29975,0,0,412.4720792770386
260.0,18.0,8,7,11,29974,0,0,461.3198344707489
260.0,15.0,72,35,17,29876,0,0,1186.1943278312683
260.0,19.5,3,5,6,29986,0,0,371.6829195022583
260.0,13.0,95,49,50,29806,0,0,1397.778493642807
260.0,21.5,2,1,1,29996,0,0,285.2663984298706
260.0,21.0,1,1,0,29998,0,0,313.50361824035645
260.0,12.5,107,39,42,29812,0,0,1463.7426347732544
260.0,20.5,1,0,2,29997,0,0,327.1547009944916
260.0,20.0,3,4,2,29991,0,0,360.18665289878845
260.0,12.0,119,48,39,29794,0,0,1641.157644033432
260.0,22.5,1,0,0,29999,0,0,253.56456470489502
260.0,22.0,0,1,2,29997,0,0,265.2046504020691
260.0,23.0,0,0,0,29999,0,1,260.00325179100037
260.0,23.5,1,0,1,29998,0,0,260.1853783130646
260.0,24.0,0,1,0,29999,0,0,254.82211565971375
260.0,24.5,2,0,0,29998,0,0,257.7326192855835
260.0,26.5,0,0,0,30000,0,0,225.25534319877625
260.0,25.0,0,2,0,29998,0,0,258.976722240448
260.0,25.5,0,0,1,29999,0,0,231.09553408622742
260.0,27.0,0,1,0,29999,0,0,224.03302717208862
260.0,26.0,1,1,0,29998,0,0,267.04114532470703
260.0,27.5,0,0,0,30000,0,0,215.59129071235657
260.0,28.5,0,0,0,30000,0,0,209.503262758255
260.0,28.0,0,0,1,29999,0,0,212.79755568504333
260.0,29.5,1,0,0,29999,0,0,205.86219191551208
260.0,29.0,0,0,0,30000,0,0,206.41630697250366
260.0,30.5,0,0,0,30000,0,0,192.76984906196594
260.0,30.0,0,0,0,29999,0,1,203.6820833683014
260.0,32.0,0,0,0,30000,0,0,187.65361976623535
260.0,31.5,0,0,0,30000,0,0,193.8337323665619
260.0,31.0,0,0,0,30000,0,0,196.75887084007263
260.0,33.0,0,0,0,30000,0,0,182.77979588508606
260.0,32.5,0,0,0,30000,0,0,188.36742734909058
260.0,33.5,0,0,0,30000,0,0,179.13482809066772
260.0,37.0,0,0,0,30000,0,0,169.62044286727905
260.0,34.0,0,0,0,30000,0,0,180.89958429336548
260.0,35.0,0,0,0,30000,0,0,181.90698385238647
260.0,34.5,0,0,0,30000,0,0,182.56633758544922
260.0,41.0,0,0,0,30000,0,0,153.77632093429565
260.0,39.0,0,0,0,30000,0,0,160.3823688030243
260.0,47.0,0,0,0,30000,0,0,139.42221355438232
260.0,43.0,0,0,0,30000,0,0,148.3990843296051
260.0,45.0,0,0,0,30000,0,0,155.0683777332306
260.0,51.0,0,0,0,30000,0,0,130.09999656677246
260.0,49.0,0,0,0,30000,0,0,146.14723706245422
260.0,53.0,0,0,0,30000,0,0,134.2810251712799
3.0,5.5,332,477,472,28717,0,2,4141.161863565445
3.0,4.0,325,533,501,28641,0,0,4232.33140039444
3.0,5.0,326,528,491,28653,0,2,4343.114343166351
3.0,4.5,332,472,544,28652,0,0,4410.106205224991
3.0,3.0,318,604,596,28482,0,0,4411.3750512599945
3.0,2.5,325,625,637,28413,0,0,4413.403542995453
3.0,3.5,313,560,572,28553,0,2,4455.893159151077
3.0,1.0,316,619,646,28419,0,0,4465.270533323288
3.0,0.0,322,700,643,28334,0,1,4649.841195106506
3.0,2.0,340,648,638,28370,0,4,4654.441123008728
3.0,1.5,310,715,674,28301,0,0,4696.025434732437
3.0,0.5,362,692,670,28274,0,2,4888.115193367004
3.0,6.0,349,447,479,28723,0,2,4338.258050203323
3.0,6.5,346,432,468,28754,0,0,4251.276878118515
3.0,7.0,343,391,440,28825,0,1,4161.98659324646
3.0,9.5,329,367,375,28928,0,1,4061.086212158203
3.0,7.5,391,418,409,28782,0,0,4198.342510223389
3.0,8.5,348,409,418,28824,0,1,4199.528338670731
3.0,8.0,373,388,394,28844,0,1,4259.599215745926
3.0,10.0,344,373,415,28866,0,2,4037.2936713695526
3.0,9.0,360,412,353,28872,0,3,4290.467158317566
3.0,10.5,353,390,416,28841,0,0,4166.365961790085
3.0,11.0,359,390,362,28888,0,1,4374.55265545845
3.0,11.5,370,410,361,28858,0,1,4556.381059885025
3.0,13.0,335,372,341,28947,0,5,4251.732314825058
3.0,16.5,299,287,326,29087,0,1,3987.9318702220917
3.0,15.5,308,346,355,28990,0,1,4119.0391364097595
3.0,15.0,310,331,369,28988,0,2,4159.272654056549
3.0,14.5,333,373,374,28920,0,0,4246.4808876514435
3.0,12.0,358,337,382,28923,0,0,4396.4892563819885
3.0,16.0,301,330,319,29050,0,0,4165.133713006973
3.0,13.5,356,357,381,28905,0,1,4424.208889245987
3.0,17.0,275,297,325,29101,0,2,3991.808457136154
3.0,12.5,355,371,382,28891,0,1,4603.591188669205
3.0,14.0,372,377,379,28871,0,1,4534.35802936554
3.0,17.5,289,322,308,29081,0,0,4011.0603239536285
3.0,21.5,250,218,243,29287,0,2,3497.357767343521
3.0,20.0,243,256,268,29232,0,1,3682.201562166214
3.0,22.0,253,209,243,29293,0,2,3559.5604090690613
3.0,18.5,310,272,289,29129,0,0,3885.5810980796814
3.0,23.0,255,245,208,29292,0,0,3577.4545674324036
3.0,20.5,275,240,285,29198,0,2,3817.936087846756
3.0,19.0,283,256,287,29174,0,0,3931.481411933899
3.0,21.0,258,251,259,29232,0,0,3823.9387798309326
3.0,22.5,258,243,228,29271,0,0,3674.0334174633026
3.0,18.0,287,290,311,29112,0,0,4025.8129456043243
3.0,23.5,227,213,235,29324,0,1,3380.3693146705627
3.0,19.5,313,278,262,29145,0,2,4099.996018409729
3.0,28.5,176,127,96,29601,0,0,2163.5597670078278
3.0,29.5,173,110,100,29616,0,1,2159.393795967102
3.0,29.0,186,120,123,29571,0,0,2252.808706521988
3.0,27.5,191,152,149,29505,0,3,2416.4750633239746
3.0,28.0,201,127,159,29512,0,1,2421.3410365581512
3.0,27.0,172,144,165,29517,0,2,2518.7566521167755
3.0,25.5,209,159,134,29497,0,1,2728.824867963791
3.0,26.0,212,174,144,29470,0,0,2701.6061494350433
3.0,26.5,213,149,157,29480,0,1,2756.9827020168304
3.0,25.0,223,183,175,29418,0,1,2928.392071723938
3.0,24.0,225,215,185,29374,0,1,3093.2195179462433
3.0,24.5,204,208,177,29410,0,1,3127.6150572299957
3.0,37.0,32,33,40,29894,0,1,861.4562005996704
3.0,34.5,48,64,45,29843,0,0,1053.5269711017609
3.0,35.0,39,49,55,29854,0,3,1057.617907524109
3.0,34.0,67,58,42,29831,0,2,1203.9746510982513
3.0,32.0,108,71,86,29731,0,4,1499.7638926506042
3.0,32.5,107,73,63,29755,0,2,1464.438566684723
3.0,33.5,74,66,52,29807,0,1,1303.8859264850616
3.0,31.5,115,101,86,29698,0,0,1641.2532584667206
3.0,31.0,139,81,73,29705,0,2,1730.4083776474
3.0,30.5,149,100,95,29654,0,2,1789.91166806221
3.0,33.0,87,76,60,29776,0,1,1467.1981801986694
3.0,30.0,166,106,98,29630,0,0,1962.827292919159
3.0,47.0,1,2,1,29996,0,0,349.29070925712585
3.0,49.0,2,4,2,29991,0,1,346.1348490715027
3.0,51.0,1,1,0,29997,0,1,334.00892329216003
3.0,45.0,8,1,1,29990,0,0,407.3616609573364
3.0,53.0,0,0,2,29998,0,0,314.3540451526642
3.0,41.0,5,9,5,29980,0,1,497.4129364490509
3.0,55.0,0,0,1,29999,0,0,287.6840720176697
3.0,59.0,0,0,1,29997,0,2,276.7296199798584
3.0,57.0,0,0,0,30000,0,0,284.0251507759094
3.0,43.0,10,10,7,29972,0,1,501.1105070114136
3.0,39.0,13,22,23,29939,0,3,673.4096744060516
3.0,61.0,0,1,0,29997,0,2,262.1422505378723
3.0,63.0,1,1,0,29996,0,2,260.8364460468292
3400.0,1.75,14,8,9,29969,0,0,190.7207441329956
3400.0,1.25,19,9,10,29962,0,0,191.5378279685974
3400.0,1.5,12,9,9,29970,0,0,193.38187217712402
3400.0,0.75,30,9,8,29953,0,0,195.13957977294922
3400.0,0.5,25,14,16,29945,0,0,197.42448806762695
3400.0,0.25,29,11,7,29953,0,0,197.96667981147766
3400.0,0.0,28,6,14,29952,0,0,199.30953097343445
3400.0,1.0,23,6,4,29967,0,0,204.27170848846436
3400.0,2.5,26,3,9,29962,0,0,215.90099096298218
3400.0,3.25,26,4,4,29966,0,0,218.87200045585632
3400.0,2.0,20,8,10,29962,0,0,223.1797649860382
3400.0,2.75,28,6,5,29961,0,0,223.74208641052246
3400.0,3.0,24,10,6,29960,0,0,256.97565960884094
3400.0,3.5,21,2,3,29973,0,1,261.5417482852936
3400.0,3.75,15,2,3,29980,0,0,276.79531693458557
3400.0,2.25,33,5,8,29954,0,0,293.26910042762756
3400.0,4.0,14,3,5,29978,0,0,232.5882430076599
3400.0,4.5,21,6,4,29969,0,0,309.9672167301178
3400.0,4.25,24,4,5,29967,0,0,311.41591334342957
3400.0,4.75,19,7,6,29968,0,0,317.0774495601654
3400.0,5.0,21,4,3,29972,0,0,316.02197265625
3400.0,5.25,27,7,5,29961,0,0,313.52212595939636
3400.0,5.75,21,2,1,29976,0,0,318.50759625434875
3400.0,5.5,36,3,6,29955,0,0,359.6132357120514
3400.0,6.0,30,0,3,29967,0,0,366.51936292648315
3400.0,6.75,20,2,5,29973,0,0,366.64962220191956
3400.0,6.5,26,1,5,29968,0,0,373.78912901878357
3400.0,6.25,24,3,1,29972,0,0,408.8868179321289
3400.0,7.25,20,2,2,29976,0,0,402.25283432006836
3400.0,7.5,28,3,1,29968,0,0,368.7324376106262
