e,b,n12,n23,n31,nd,nc,rej,time
3400.0,7.0,25,2,3,29970,0,0,424.10880064964294
3400.0,7.75,24,1,0,29975,0,0,411.82734537124634
3400.0,8.0,26,0,2,29972,0,0,386.9621613025665
3400.0,8.5,15,1,2,29982,0,0,334.7149341106415
3400.0,9.0,8,1,3,29988,0,0,288.25944566726685
3400.0,9.25,5,2,1,29992,0,0,316.243967294693
3400.0,8.25,17,1,0,29982,0,0,388.4241786003113
3400.0,9.5,5,1,2,29992,0,0,301.9531669616699
3400.0,8.75,19,5,1,29975,0,0,374.1545169353485
3400.0,9.75,2,1,2,29995,0,0,276.50013542175293
3400.0,11.5,0,0,0,30000,0,0,121.55133986473083
3400.0,10.0,2,2,0,29996,0,0,267.24767446517944
3400.0,11.0,0,1,0,29999,0,0,199.32837319374084
3400.0,10.25,0,0,1,29999,0,0,246.54102110862732
3400.0,10.75,0,0,0,30000,0,0,213.11919045448303
3400.0,11.75,0,0,0,30000,0,0,168.67416071891785
3400.0,11.25,0,0,0,30000,0,0,246.2743580341339
3400.0,10.5,0,0,0,30000,0,0,281.2049653530121
3400.0,12.0,0,0,0,30000,0,0,116.09227538108826
3400.0,12.75,0,0,0,30000,0,0,110.25859189033508
3400.0,12.5,1,0,1,29998,0,0,112.3913083076477
3400.0,12.25,0,0,0,30000,0,0,113.32581090927124
3400.0,13.0,0,0,0,30000,0,0,107.15659213066101
3650.0,0.0,17,9,15,29959,0,0,185.99299716949463
3650.0,0.5,19,5,10,29966,0,0,189.49360489845276
3650.0,0.25,17,15,11,29957,0,0,191.24093008041382
3650.0,1.0,25,10,10,29955,0,0,196.12544178962708
3650.0,0.75,22,11,9,29958,0,0,197.17998623847961
3650.0,1.25,22,5,11,29962,0,0,198.07328748703003
3650.0,1.5,16,14,6,29964,0,0,206.97690176963806
3650.0,2.5,30,3,6,29961,0,0,219.19054555892944
3650.0,1.75,33,8,12,29947,0,0,239.58298563957214
3650.0,2.0,18,3,9,29970,0,0,236.43146061897278
3650.0,2.75,37,6,4,29953,0,0,235.44091749191284
3650.0,2.25,25,5,10,29960,0,0,262.42922472953796
3650.0,3.25,20,3,2,29975,0,0,235.39065384864807
3650.0,3.5,16,4,4,29976,0,0,259.9984185695648
3650.0,3.0,32,4,3,29961,0,0,291.8724625110626
3650.0,4.0,12,2,3,29983,0,0,254.2132692337036
3650.0,3.75,13,1,3,29983,0,0,260.8157377243042
3650.0,4.25,23,4,8,29965,0,0,298.359876871109
3650.0,4.5,19,1,1,29979,0,0,286.31026911735535
3650.0,4.75,11,3,4,29982,0,0,277.1206579208374
3650.0,5.0,29,2,5,29964,0,0,338.1371445655823
3650.0,5.25,23,3,2,29972,0,0,346.01312923431396
3650.0,5.5,30,5,3,29962,0,0,354.38481521606445
3650.0,5.75,23,1,3,29973,0,0,327.55724573135376
3650.0,6.0,22,4,1,29973,0,0,342.8872022628784
3650.0,6.25,30,1,2,29967,0,0,359.79298400878906
3650.0,6.5,31,1,2,29966,0,0,384.15788674354553
3650.0,7.0,23,3,1,29973,0,0,372.6053388118744
3650.0,6.75,26,2,0,29972,0,0,386.73497676849365
3650.0,7.25,21,2,1,29976,0,0,341.55744910240173
3650.0,7.5,24,2,1,29973,0,0,385.2608742713928
3650.0,7.75,22,2,2,29974,0,0,368.8617310523987
3650.0,8.75,8,0,1,29991,0,0,278.3532540798187
3650.0,8.5,17,1,1,29981,0,0,330.43926906585693
3650.0,8.0,26,1,2,29971,0,0,355.0574336051941
3650.0,8.25,18,1,0,29981,0,0,371.63244795799255
3650.0,10.25,1,0,0,29999,0,0,195.82094812393188
3650.0,9.0,10,1,0,29989,0,0,314.1745455265045
3650.0,9.5,8,1,1,29990,0,0,297.3836658000946
3650.0,9.25,7,3,3,29987,0,0,313.89743757247925
3650.0,9.75,5,0,2,29993,0,0,277.83842420578003
3650.0,10.0,0,0,0,30000,0,0,290.90926861763
3650.0,10.75,0,0,0,30000,0,0,130.2549343109131
3650.0,11.0,0,0,0,30000,0,0,123.92442107200623
3650.0,11.25,0,0,0,30000,0,0,120.4364264011383
3650.0,11.5,0,0,0,30000,0,0,120.17080283164978
3650.0,10.5,0,1,0,29999,0,0,179.97451424598694
3650.0,12.0,0,0,0,30000,0,0,113.16167664527893
3650.0,12.5,0,0,0,30000,0,0,109.18902015686035
3650.0,12.25,0,0,0,30000,0,0,111.8401575088501
3650.0,12.75,0,0,0,30000,0,0,107.60745334625244
3650.0,13.0,0,0,0,30000,0,0,106.07356405258179
3650.0,11.75,0,0,0,30000,0,0,280.43349266052246
3900.0,0.75,20,6,8,29966,0,0,181.58515071868896
3900.0,0.25,22,7,9,29962,0,0,189.22289896011353
3900.0,0.0,19,9,12,29960,0,0,191.10093545913696
3900.0,1.0,26,6,9,29959,0,0,191.42879581451416
3900.0,0.5,30,4,11,29954,0,1,196.0213897228241
3900.0,1.25,25,17,11,29947,0,0,202.34084630012512
3900.0,1.5,25,4,4,29967,0,0,196.3024241924286
3900.0,1.75,14,8,8,29970,0,0,192.9199595451355
3900.0,2.25,24,4,5,29967,0,0,202.32460618019104
3900.0,2.5,31,1,4,29964,0,0,209.2013123035431
3900.0,2.0,20,6,9,29965,0,0,228.83630299568176
3900.0,2.75,21,5,5,29969,0,0,245.47418069839478
3900.0,3.0,14,3,3,29980,0,0,193.7744586467743
3900.0,3.25,14,1,1,29984,0,0,207.89156293869019
3900.0,3.5,12,5,2,29981,0,0,260.6317329406738
3900.0,4.0,15,3,3,29979,0,0,249.03928971290588
3900.0,3.75,17,3,4,29976,0,0,278.3804986476898
3900.0,4.25,13,0,2,29985,0,0,251.2700958251953
3900.0,4.5,17,2,5,29976,0,0,301.99790930747986
3900.0,4.75,22,1,6,29971,0,0,334.55648827552795
3900.0,5.0,15,5,3,29977,0,0,290.6057114601135
3900.0,5.75,13,2,2,29983,0,0,265.9499514102936
3900.0,5.25,24,1,6,29969,0,0,347.9600627422333
3900.0,5.5,21,2,2,29975,0,0,330.51534962654114
3900.0,6.0,24,1,3,29972,0,0,328.2914559841156
3900.0,6.25,22,3,1,29974,0,0,370.5703990459442
3900.0,6.5,19,1,5,29975,0,0,354.3153030872345
3900.0,6.75,17,2,2,29979,0,0,349.9702386856079
3900.0,7.0,21,1,2,29976,0,0,389.18558263778687
3900.0,7.25,25,4,3,29968,0,0,401.7494432926178
3900.0,7.5,15,1,2,29982,0,0,313.8693675994873
3900.0,8.0,17,5,0,29978,0,0,334.3697814941406
3900.0,7.75,16,0,0,29984,0,0,369.4817361831665
3900.0,8.25,16,3,1,29980,0,0,344.9458465576172
3900.0,8.5,13,3,1,29983,0,0,281.52407455444336
3900.0,8.75,10,0,2,29988,0,0,312.9754214286804
3900.0,9.0,6,2,1,29991,0,0,301.42189741134644
3900.0,9.75,4,0,0,29996,0,0,208.7072434425354
3900.0,9.25,1,1,1,29997,0,0,281.18626403808594
3900.0,10.25,1,0,0,29999,0,0,204.82439708709717
3900.0,9.5,5,1,0,29994,0,0,289.7367329597473
3900.0,10.0,2,0,0,29998,0,0,279.602881193161
3900.0,10.5,0,0,0,30000,0,0,182.43112754821777
3900.0,10.75,0,0,0,30000,0,0,139.82703948020935
3900.0,11.5,0,0,0,30000,0,0,116.26196479797363
3900.0,11.75,0,0,0,30000,0,0,114.08608102798462
3900.0,11.0,0,0,0,30000,0,0,204.92898845672607
3900.0,12.0,0,0,0,30000,0,0,113.02633690834045
3900.0,12.25,0,0,0,30000,0,0,110.63970732688904
3900.0,12.5,0,0,0,30000,0,0,107.80907607078552
3900.0,11.25,0,0,0,30000,0,0,237.50696921348572
3900.0,12.75,0,0,0,30000,0,0,106.03604745864868
3900.0,13.0,0,0,0,30000,0,0,103.78418493270874
4150.0,0.25,25,11,9,29955,0,0,182.23487448692322
4150.0,0.5,18,9,11,29962,0,0,183.8391740322113
4150.0,1.25,15,8,6,29971,0,0,183.68870067596436
4150.0,0.75,16,6,12,29966,0,0,186.72048449516296
4150.0,1.0,18,11,6,29965,0,0,189.71653199195862
4150.0,0.0,24,2,9,29965,0,0,196.21474170684814
4150.0,2.25,19,5,5,29971,0,0,193.30224800109863
4150.0,1.5,13,6,11,29970,0,0,193.6721613407135
4150.0,1.75,18,2,5,29975,0,0,194.20720767974854
4150.0,2.5,22,4,4,29970,0,0,212.3205840587616
4150.0,2.0,21,3,6,29970,0,0,232.1160409450531
4150.0,2.75,31,0,5,29964,0,0,257.5410602092743
4150.0,3.0,24,2,3,29971,0,0,224.59797859191895
4150.0,3.25,17,3,5,29975,0,0,242.6502287387848
4150.0,3.5,13,2,2,29983,0,0,248.33355140686035
4150.0,3.75,15,4,2,29979,0,0,284.61698365211487
4150.0,4.0,18,5,1,29976,0,0,274.1016037464142
4150.0,4.25,14,2,2,29982,0,0,258.36976385116577
4150.0,4.75,19,1,2,29978,0,0,281.54096937179565
4150.0,4.5,19,4,6,29971,0,0,300.94873785972595
4150.0,5.0,16,2,3,29979,0,0,305.7060577869415
4150.0,5.5,20,2,1,29977,0,0,297.532577753067
4150.0,5.25,25,6,2,29967,0,0,317.0986692905426
4150.0,5.75,26,0,0,29974,0,0,334.6936960220337
4150.0,6.25,16,3,0,29981,0,0,303.5433268547058
4150.0,6.0,26,4,2,29968,0,0,349.96707487106323
4150.0,6.5,27,1,3,29969,0,0,361.2290198802948
4150.0,6.75,14,1,1,29984,0,0,353.49988985061646
4150.0,7.0,28,1,3,29968,0,0,380.47463488578796
4150.0,7.25,27,3,1,29969,0,0,351.428423166275
4150.0,7.5,18,0,3,29979,0,0,315.5801486968994
4150.0,7.75,15,1,1,29983,0,0,335.02728247642517
4150.0,8.0,17,4,3,29976,0,0,321.8818247318268
4150.0,8.25,17,0,1,29982,0,0,335.27617263793945
4150.0,8.5,10,3,2,29985,0,0,322.9025647640228
4150.0,8.75,8,1,0,29991,0,0,348.1972608566284
4150.0,9.0,5,3,1,29991,0,0,281.2338261604309
4150.0,9.5,1,1,0,29998,0,0,238.95108890533447
4150.0,9.25,5,3,2,29990,0,0,280.47006916999817
4150.0,10.25,0,0,0,30000,0,0,134.72656536102295
4150.0,10.0,0,0,0,30000,0,0,236.74029111862183
4150.0,10.5,0,0,0,30000,0,0,127.94911575317383
4150.0,9.75,0,0,1,29999,0,0,299.92682242393494
4150.0,11.0,0,0,0,30000,0,0,119.89886975288391
4150.0,10.75,0,0,0,30000,0,0,139.97549438476562
4150.0,11.25,0,0,0,30000,0,0,117.55353593826294
4150.0,11.75,0,0,0,30000,0,0,112.31313896179199
4150.0,12.0,0,0,0,30000,0,0,110.59481453895569
4150.0,12.5,0,0,0,30000,0,0,106.0190646648407
4150.0,12.75,0,0,0,30000,0,0,104.51618647575378
4150.0,13.0,0,0,0,30000,0,0,102.76924085617065
4150.0,11.5,0,0,0,30000,0,0,238.21858477592468
4150.0,12.25,0,0,0,30000,0,0,197.06543445587158
4400.0,1.25,12,10,4,29974,0,0,179.92017459869385
4400.0,0.25,20,7,7,29966,0,0,181.39883089065552
4400.0,0.5,21,6,8,29965,0,0,184.16125416755676
4400.0,0.0,25,4,8,29963,0,0,185.50318002700806
4400.0,0.75,16,2,7,29975,0,0,190.24620580673218
4400.0,1.0,26,8,8,29958,0,0,191.41735076904297
4400.0,1.5,16,1,8,29975,0,0,183.73341274261475
4400.0,2.25,18,5,8,29969,0,0,195.0057053565979
4400.0,2.0,33,5,3,29959,0,0,199.97575736045837
4400.0,1.75,22,6,4,29968,0,0,204.3746213912964
4400.0,2.5,28,3,7,29962,0,0,223.7548851966858
4400.0,2.75,21,3,3,29973,0,0,262.1858060359955
4400.0,3.25,4,0,3,29993,0,0,237.83481788635254
4400.0,3.0,14,2,3,29981,0,0,260.63382387161255
4400.0,4.0,14,1,2,29983,0,0,219.21336126327515
4400.0,3.75,17,5,3,29975,0,0,272.65632367134094
4400.0,3.5,20,3,6,29971,0,0,277.562136888504
4400.0,4.25,11,4,1,29984,0,0,284.83431673049927
4400.0,4.5,15,0,2,29983,0,0,280.7527368068695
4400.0,4.75,21,1,2,29976,0,0,290.60415291786194
4400.0,5.0,25,2,1,29972,0,0,319.5991506576538
4400.0,5.5,14,3,2,29981,0,0,305.91071915626526
4400.0,5.25,26,2,4,29968,0,0,341.6113133430481
4400.0,5.75,13,2,2,29982,0,1,297.65165305137634
4400.0,6.0,12,0,4,29984,0,0,352.3621392250061
4400.0,6.25,13,0,1,29986,0,0,328.28796648979187
4400.0,6.5,15,1,0,29984,0,0,324.8808743953705
4400.0,6.75,31,0,0,29969,0,0,381.538955450058
4400.0,7.0,18,1,0,29981,0,0,354.3852276802063
4400.0,7.25,23,2,2,29973,0,0,402.59422969818115
4400.0,7.75,21,2,0,29977,0,0,330.9747591018677
4400.0,8.25,11,0,0,29989,0,0,259.8751697540283
4400.0,8.0,13,2,2,29983,0,0,338.66260170936584
4400.0,8.5,9,2,3,29986,0,0,275.8459060192108
4400.0,7.5,21,1,2,29976,0,0,388.418137550354
4400.0,8.75,7,0,1,29992,0,0,260.48220658302307
4400.0,9.75,0,0,0,30000,0,0,155.26528978347778
4400.0,9.5,0,0,1,29999,0,0,191.27912664413452
4400.0,10.0,0,1,0,29999,0,0,206.03619050979614
4400.0,9.0,4,1,0,29995,0,0,283.3307201862335
4400.0,9.25,6,0,0,29994,0,0,279.14586114883423
4400.0,10.75,0,0,0,30000,0,0,121.04902839660645
4400.0,10.25,0,0,1,29999,0,0,242.48583722114563
4400.0,11.0,0,0,0,30000,0,0,117.97030353546143
4400.0,11.25,0,0,0,30000,0,0,116.01851749420166
4400.0,11.5,0,0,0,30000,0,0,113.18871641159058
4400.0,11.75,0,0,0,30000,0,0,111.29105997085571
4400.0,12.0,0,0,0,30000,0,0,109.91679048538208
4400.0,12.25,0,0,0,30000,0,0,106.51617670059204
4400.0,10.5,0,0,0,30000,0,0,286.64991903305054
4400.0,12.5,0,0,0,30000,0,0,105.81464385986328
4400.0,12.75,0,0,0,30000,0,0,103.79128384590149
4400.0,13.0,0,0,0,30000,0,0,101.27287030220032
4650.0,0.25,21,9,7,29963,0,0,184.10759925842285
4650.0,0.75,20,6,5,29969,0,0,185.01730394363403
4650.0,1.25,17,6,10,29967,0,0,186.28645706176758
4650.0,1.0,28,8,2,29962,0,0,187.25049495697021
4650.0,0.0,26,3,8,29963,0,0,188.8427917957306
4650.0,0.5,20,9,10,29961,0,0,190.33817338943481
4650.0,2.5,14,1,5,29980,0,0,186.35650157928467
4650.0,1.5,20,8,10,29962,0,0,190.42499661445618
4650.0,2.0,27,5,3,29965,0,0,190.7913110256195
4650.0,2.25,18,4,2,29976,0,0,196.18639302253723
4650.0,1.75,22,4,12,29962,0,0,198.43805193901062
4650.0,2.75,20,2,2,29976,0,0,203.12812495231628
4650.0,3.0,17,3,3,29977,0,0,197.42667865753174
4650.0,3.5,11,2,1,29986,0,0,203.79339909553528
4650.0,3.75,10,2,4,29984,0,0,209.80043625831604
4650.0,3.25,16,1,2,29981,0,0,247.50922346115112
4650.0,4.25,13,3,4,29980,0,0,246.77680039405823
4650.0,4.0,17,2,0,29981,0,0,257.56436586380005
4650.0,4.5,6,2,5,29987,0,0,257.2493164539337
4650.0,4.75,21,0,3,29976,0,0,308.2420172691345
4650.0,5.25,14,7,3,29976,0,0,268.5722029209137
4650.0,5.0,21,6,4,29969,0,0,306.41443848609924
4650.0,5.75,17,1,1,29981,0,0,334.1715130805969
4650.0,5.5,15,1,1,29983,0,0,350.3569104671478
4650.0,6.0,23,1,1,29975,0,0,343.51267409324646
4650.0,6.5,14,0,1,29985,0,0,331.69129514694214
4650.0,6.25,19,2,0,29979,0,0,373.71367716789246
4650.0,6.75,18,0,3,29979,0,0,380.0431685447693
4650.0,7.25,18,2,2,29978,0,0,297.09995698928833
4650.0,7.0,12,2,0,29986,0,0,315.3295736312866
4650.0,8.5,4,0,1,29995,0,0,221.96400380134583
4650.0,7.5,22,1,0,29977,0,0,340.38046860694885
4650.0,7.75,14,2,2,29982,0,0,326.0325253009796
4650.0,8.75,6,1,0,29993,0,0,276.21015787124634
4650.0,8.25,12,4,2,29982,0,0,321.23216485977173
4650.0,8.0,19,1,2,29978,0,0,339.97558307647705
4650.0,9.25,0,0,0,30000,0,0,172.32197093963623
4650.0,9.75,0,0,0,30000,0,0,145.54406356811523
4650.0,10.25,0,0,0,30000,0,0,124.96921825408936
4650.0,9.5,1,0,0,29999,0,0,241.65730214118958
4650.0,9.0,7,0,1,29992,0,0,290.59902238845825
4650.0,10.0,0,0,0,30000,0,0,211.60478711128235
4650.0,10.75,0,0,0,30000,0,0,120.63922667503357
4650.0,11.0,0,0,0,30000,0,0,116.48454213142395
4650.0,11.25,0,0,0,30000,0,0,114.46879196166992
4650.0,11.5,0,0,0,30000,0,0,111.68164682388306
4650.0,11.75,0,0,0,30000,0,0,109.82066798210144
4650.0,10.5,0,0,0,30000,0,0,259.65868401527405
4650.0,12.25,0,0,0,30000,0,0,106.27524900436401
4650.0,12.0,0,0,0,30000,0,0,109.17330646514893
4650.0,12.75,0,0,0,30000,0,0,102.29883456230164
4650.0,12.5,0,0,0,30000,0,0,103.59104585647583
4650.0,13.0,0,0,0,30000,0,0,248.71610832214355
4900.0,0.5,14,4,5,29977,0,0,175.99719834327698
4900.0,0.75,20,6,5,29969,0,0,182.03871178627014
4900.0,0.0,19,5,3,29973,0,0,183.41682171821594
4900.0,1.25,22,3,3,29972,0,0,185.57347559928894
4900.0,1.0,18,5,6,29971,0,0,186.4694356918335
4900.0,0.25,22,6,7,29965,0,0,186.9449746608734
4900.0,1.5,18,3,6,29973,0,0,185.25970602035522
4900.0,1.75,15,5,5,29975,0,0,187.19463467597961
4900.0,2.25,15,7,7,29971,0,0,192.48665189743042
4900.0,2.5,25,1,3,29971,0,0,202.27124691009521
4900.0,2.0,19,7,3,29971,0,0,206.423828125
4900.0,2.75,22,7,3,29968,0,0,212.63254356384277
4900.0,3.5,11,0,3,29986,0,0,197.65695190429688
4900.0,3.25,10,2,2,29986,0,0,208.8987271785736
4900.0,3.0,10,0,1,29989,0,0,211.99324083328247
4900.0,3.75,19,2,2,29977,0,0,262.2394471168518
4900.0,4.0,18,2,3,29977,0,0,280.23310017585754
4900.0,4.25,18,1,1,29980,0,0,325.3766379356384
4900.0,4.5,15,0,1,29984,0,0,272.22615671157837
4900.0,4.75,19,2,3,29976,0,0,283.11898493766785
4900.0,5.0,22,3,1,29974,0,0,302.9576413631439
4900.0,5.25,16,1,4,29979,0,0,305.1364800930023
4900.0,5.5,20,1,1,29978,0,0,368.4084804058075
4900.0,5.75,14,0,3,29983,0,0,330.3244276046753
4900.0,6.25,13,0,0,29987,0,0,333.1557674407959
4900.0,6.0,26,1,1,29972,0,0,360.44598388671875
4900.0,6.5,21,1,1,29977,0,0,370.5743296146393
4900.0,6.75,14,2,3,29981,0,0,312.4281449317932
4900.0,7.0,14,1,0,29985,0,0,264.2913269996643
4900.0,7.25,13,1,1,29985,0,0,381.62415981292725
4900.0,7.5,15,0,2,29983,0,0,283.60925126075745
4900.0,7.75,24,2,4,29970,0,0,312.7125473022461
4900.0,8.25,8,1,2,29989,0,0,294.37445425987244
4900.0,8.0,15,2,1,29982,0,0,342.77484154701233
4900.0,8.5,13,1,1,29985,0,0,331.6298222541809
4900.0,8.75,7,0,1,29992,0,0,280.3627870082855
4900.0,9.0,3,2,0,29995,0,0,264.94735383987427
4900.0,10.0,0,0,0,30000,0,0,127.75330948829651
4900.0,9.25,3,0,0,29997,0,0,256.2784378528595
4900.0,9.75,0,0,1,29999,0,0,196.225825548172
4900.0,9.5,0,0,1,29999,0,0,266.4105222225189
4900.0,10.25,0,0,0,30000,0,0,123.97987532615662
4900.0,10.75,0,0,0,30000,0,0,117.40146994590759
4900.0,10.5,0,0,0,30000,0,0,141.0000364780426
4900.0,11.0,0,0,0,30000,0,0,115.6824517250061
4900.0,11.25,0,0,0,30000,0,0,121.48299169540405
4900.0,11.5,0,0,0,30000,0,0,111.60268235206604
4900.0,11.75,0,0,0,30000,0,0,109.08853650093079
4900.0,12.25,0,0,0,30000,0,0,104.82246375083923
4900.0,12.5,0,0,0,30000,0,0,102.97744536399841
4900.0,12.0,0,0,0,30000,0,0,106.76055574417114
4900.0,12.75,0,0,0,30000,0,0,100.7472276687622
4900.0,13.0,0,0,0,30000,0,0,100.51003527641296
