e,b,n12,n23,n31,nd,nc,rej,time
1.5000e+03,29.5000,0,0,0,30000,0,0,27.6419
1.7500e+03,0.0000,66,76,1,29857,0,0,56.4213
1.7500e+03,0.5000,63,73,0,29864,0,0,62.1661
1.7500e+03,1.0000,51,78,7,29864,0,0,55.9300
1.7500e+03,1.5000,33,72,6,29889,0,0,62.0163
1.7500e+03,2.0000,21,54,4,29921,0,0,59.7183
1.7500e+03,2.5000,14,56,0,29930,0,0,58.4467
1.7500e+03,3.0000,5,43,1,29951,0,0,58.4280
1.7500e+03,3.5000,1,35,0,29964,0,0,55.8242
1.7500e+03,4.0000,3,30,0,29967,0,0,57.6265
1.7500e+03,4.5000,0,30,0,29970,0,0,56.9544
1.7500e+03,5.0000,2,18,0,29980,0,0,56.9879
1.7500e+03,5.5000,1,23,1,29975,0,0,59.0642
1.7500e+03,6.0000,2,33,2,29963,0,0,56.0174
1.7500e+03,6.5000,1,20,1,29978,0,0,59.4142
1.7500e+03,7.0000,2,12,2,29984,0,0,65.0605
1.7500e+03,7.5000,10,14,1,29975,0,0,79.7754
1.7500e+03,8.0000,8,9,0,29982,0,1,71.7807
1.7500e+03,8.5000,13,15,1,29971,0,0,71.4780
1.7500e+03,9.0000,5,13,1,29981,0,0,66.5565
1.7500e+03,9.5000,6,15,0,29979,0,0,66.1878
1.7500e+03,10.0000,2,10,0,29988,0,0,67.3551
1.7500e+03,10.5000,2,4,0,29994,0,0,64.9175
1.7500e+03,11.0000,5,5,0,29990,0,0,63.5248
1.7500e+03,11.5000,8,9,0,29983,0,0,65.5567
1.7500e+03,12.0000,7,5,0,29988,0,0,62.2242
1.7500e+03,12.5000,3,1,1,29995,0,0,64.2622
1.7500e+03,13.0000,3,3,0,29994,0,0,53.3052
1.7500e+03,13.5000,2,1,0,29997,0,0,52.0160
1.7500e+03,14.0000,1,1,0,29998,0,0,50.4396
1.7500e+03,14.5000,0,1,0,29999,0,0,47.5673
1.7500e+03,15.0000,0,0,0,30000,0,0,37.8590
1.7500e+03,15.5000,1,0,0,29999,0,0,39.9820
1.7500e+03,16.0000,0,0,0,30000,0,0,37.4117
1.7500e+03,16.5000,0,0,0,30000,0,0,36.0394
1.7500e+03,17.0000,0,0,0,30000,0,0,35.8767
1.7500e+03,17.5000,0,0,0,30000,0,0,36.0177
1.7500e+03,18.0000,0,0,0,30000,0,0,32.6210
1.7500e+03,18.5000,0,0,0,29999,0,1,33.8012
1.7500e+03,19.0000,0,0,0,30000,0,0,34.1945
1.7500e+03,19.5000,0,0,0,30000,0,0,33.0528
1.7500e+03,20.0000,0,0,0,30000,0,0,32.8022
1.7500e+03,20.5000,0,0,0,30000,0,0,31.5672
1.7500e+03,21.0000,0,0,0,30000,0,0,32.0671
1.7500e+03,21.5000,0,0,0,30000,0,0,29.8109
1.7500e+03,22.0000,0,0,0,30000,0,0,32.1549
1.7500e+03,22.5000,0,0,0,30000,0,0,29.8493
1.7500e+03,23.0000,0,0,0,30000,0,0,29.5410
1.7500e+03,23.5000,0,0,0,30000,0,0,29.5232
1.7500e+03,24.0000,0,0,0,30000,0,0,30.0401
1.7500e+03,24.5000,0,0,0,30000,0,0,29.6626
1.7500e+03,25.0000,0,0,0,29999,0,1,28.7301
1.7500e+03,25.5000,0,0,0,30000,0,0,29.0223
1.7500e+03,26.0000,0,0,0,30000,0,0,28.7528
1.7500e+03,26.5000,0,0,0,30000,0,0,28.1660
1.7500e+03,27.0000,0,0,0,30000,0,0,28.2042
1.7500e+03,27.5000,0,0,0,30000,0,0,28.6646
1.7500e+03,28.0000,0,0,0,30000,0,0,28.0984
1.7500e+03,28.5000,0,0,0,30000,0,0,26.9780
1.7500e+03,29.0000,0,0,0,29999,0,1,25.7742
1.7500e+03,29.5000,0,0,0,30000,0,0,27.1562
1.0000e+00,0.0000,252,634,22,29069,0,23,182.6119
1.0000e+00,5.0000,174,607,20,29181,0,18,170.3659
1.0000e+00,10.0000,169,527,21,29265,0,18,159.3380
1.0000e+00,15.0000,164,553,19,29250,0,14,159.9830
1.0000e+00,20.0000,156,475,15,29332,0,22,153.7748
1.0000e+00,25.0000,155,516,14,29297,0,18,176.5130
1.0000e+00,30.0000,137,476,14,29350,0,23,183.7801
1.0000e+00,35.0000,135,529,20,29292,0,24,176.3616
1.0000e+00,40.0000,152,491,21,29310,0,26,165.7159
1.0000e+00,45.0000,142,368,14,29463,0,13,180.7017
1.0000e+00,50.0000,146,349,10,29484,0,11,190.9793
1.0000e+00,55.0000,150,322,5,29502,0,21,165.3971
1.0000e+00,60.0000,103,255,10,29619,0,13,154.0179
1.0000e+00,65.0000,88,215,4,29674,0,19,138.4904
1.0000e+00,70.0000,67,113,6,29802,0,12,113.1194
1.0000e+00,75.0000,24,85,1,29876,0,14,120.4515
1.0000e+00,80.0000,20,51,1,29907,0,21,103.9269
1.0000e+00,85.0000,10,42,0,29924,0,24,81.5520
1.0000e+00,90.0000,7,28,0,29953,0,12,74.0477
1.0000e+00,95.0000,2,14,0,29967,0,17,63.6336
1.0000e+00,100.0000,2,6,0,29973,0,19,63.4300
1.0000e+00,105.0000,2,13,0,29971,0,14,60.3255
1.0000e+00,110.0000,1,5,0,29969,0,25,60.9646
1.0000e+00,115.0000,0,3,0,29985,0,12,52.0676
1.0000e+00,120.0000,1,3,0,29973,0,23,52.1163
1.0000e+00,125.0000,1,2,0,29976,0,21,52.9455
1.0000e+00,130.0000,0,3,0,29980,0,17,48.4793
1.0000e+00,135.0000,0,1,0,29978,0,21,48.0697
1.0000e+00,140.0000,0,1,0,29984,0,15,46.2089
1.0000e+00,145.0000,0,0,0,29983,0,17,43.2817
1.0000e+00,150.0000,0,0,0,29982,0,18,42.1935
1.0000e+00,155.0000,0,0,0,29974,0,26,42.1724
1.0000e+00,160.0000,1,0,0,29981,0,18,41.3867
1.0000e+00,165.0000,0,0,0,29985,0,15,40.1485
1.0000e+00,170.0000,0,0,0,29978,0,22,41.6058
1.0000e+00,175.0000,0,1,0,29976,0,23,40.6210
1.0000e+00,180.0000,0,0,0,29984,0,16,39.6807
1.0000e+00,185.0000,0,1,0,29987,0,12,39.6781
1.0000e+00,190.0000,0,0,0,29981,0,19,39.8189
1.0000e+00,195.0000,0,0,0,29984,0,16,39.5150
1.0000e+00,200.0000,0,0,0,29981,0,19,35.7916
1.0000e+00,205.0000,0,0,0,29984,0,16,36.2792
1.0000e+00,210.0000,0,0,0,29980,0,20,36.5969
1.0000e+00,215.0000,0,1,0,29989,0,10,36.0451
1.0000e+00,220.0000,0,0,0,29976,0,24,36.5842
1.0000e+00,225.0000,0,0,0,29980,0,20,35.9365
1.0000e+00,230.0000,0,0,0,29975,0,25,32.6200
1.0000e+00,235.0000,0,1,0,29972,0,27,34.5581
1.0000e+00,240.0000,0,0,0,29970,0,30,34.2681
1.0000e+00,245.0000,0,0,0,29981,0,19,34.2099
1.0000e+00,250.0000,1,0,0,29978,0,21,31.0259
1.0000e+00,255.0000,0,0,0,29983,0,17,33.0550
1.0000e+00,260.0000,0,0,0,29977,0,23,33.5320
1.0000e+00,265.0000,1,1,0,29978,0,20,33.0319
1.0000e+00,270.0000,0,0,0,29979,0,21,32.8960
1.0000e+00,275.0000,0,0,0,29976,0,24,32.5696
1.0000e+00,280.0000,0,0,0,29982,0,18,32.5644
1.0000e+00,285.0000,0,1,0,29982,0,17,35.2625
1.0000e+00,290.0000,0,0,0,29988,0,12,31.6150
1.0000e+00,295.0000,0,1,0,29981,0,18,32.0882
1.0000e+00,300.0000,1,0,0,29970,0,29,28.7470
1.0000e+00,305.0000,0,0,0,29976,0,24,31.5531
1.0000e+00,310.0000,0,0,0,29979,0,21,30.8621
1.0000e+00,315.0000,0,0,0,29973,0,27,27.8285
1.0000e+00,320.0000,0,0,0,29973,0,27,30.5295
1.0000e+00,325.0000,0,0,0,29965,0,35,30.0922
1.0000e+00,330.0000,0,0,0,29972,0,28,30.2534
1.0000e+00,335.0000,0,0,0,29968,0,32,29.5414
1.0000e+00,340.0000,0,0,0,29979,0,21,29.1528
1.0000e+00,345.0000,1,0,0,29973,0,26,29.8499
1.0000e+00,350.0000,0,0,0,29969,0,31,28.9753
1.0000e+00,355.0000,0,0,0,29978,0,22,29.0313
1.0000e+00,360.0000,0,0,0,29981,0,19,29.5853
1.0000e+00,365.0000,0,0,0,29982,0,18,29.5053
1.0000e+00,370.0000,0,1,0,29966,0,33,28.9572
1.0000e+00,375.0000,0,1,0,29968,0,31,29.3030
1.0000e+00,380.0000,0,0,0,29968,0,32,28.9645
1.0000e+00,385.0000,0,0,0,29980,0,20,28.3840
1.0000e+00,390.0000,0,0,0,29969,0,31,28.2978
1.0000e+00,395.0000,0,1,0,29971,0,28,27.9068
2.0000e+03,0.0000,55,86,0,29859,0,0,55.6597
2.0000e+03,0.5000,73,83,1,29843,0,0,57.7374
2.0000e+03,1.0000,54,60,2,29884,0,0,54.1855
2.0000e+03,1.5000,24,50,0,29926,0,0,56.2716
2.0000e+03,2.0000,18,43,2,29937,0,0,58.5927
2.0000e+03,2.5000,17,41,1,29941,0,0,57.6661
2.0000e+03,3.0000,5,42,1,29951,0,1,55.7860
2.0000e+03,3.5000,1,27,0,29972,0,0,54.8738
2.0000e+03,4.0000,1,31,1,29967,0,0,55.5345
2.0000e+03,4.5000,0,41,0,29959,0,0,54.6424
2.0000e+03,5.0000,0,30,1,29969,0,0,55.1779
2.0000e+03,5.5000,1,22,0,29977,0,0,57.8752
2.0000e+03,6.0000,2,20,1,29977,0,0,56.2406
2.0000e+03,6.5000,2,22,0,29976,0,0,71.8341
2.0000e+03,7.0000,4,18,3,29975,0,0,67.5153
2.0000e+03,7.5000,5,17,0,29978,0,0,63.9982
2.0000e+03,8.0000,5,12,0,29983,0,0,60.2816
2.0000e+03,8.5000,4,9,0,29987,0,0,70.0129
2.0000e+03,9.0000,8,6,1,29985,0,0,66.9424
2.0000e+03,9.5000,5,10,5,29980,0,0,64.3943
2.0000e+03,10.0000,6,5,2,29987,0,0,66.2913
2.0000e+03,10.5000,4,3,0,29993,0,0,65.0534
2.0000e+03,11.0000,3,3,0,29994,0,0,60.6855
2.0000e+03,11.5000,5,6,0,29989,0,0,56.2458
2.0000e+03,12.0000,5,5,0,29990,0,0,56.4471
2.0000e+03,12.5000,3,1,0,29996,0,0,55.8812
2.0000e+03,13.0000,2,0,1,29997,0,0,46.4717
2.0000e+03,13.5000,0,1,0,29999,0,0,46.0023
2.0000e+03,14.0000,0,1,0,29999,0,0,38.9203
2.0000e+03,14.5000,0,1,0,29999,0,0,37.2787
2.0000e+03,15.0000,0,1,0,29999,0,0,33.8508
2.0000e+03,15.5000,0,0,0,29999,0,1,34.9556
2.0000e+03,16.0000,0,0,0,30000,0,0,34.9925
2.0000e+03,16.5000,0,1,0,29999,0,0,31.5393
2.0000e+03,17.0000,0,0,0,30000,0,0,34.0399
2.0000e+03,17.5000,0,0,0,30000,0,0,33.3572
2.0000e+03,18.0000,0,0,0,30000,0,0,29.9639
2.0000e+03,18.5000,0,0,0,30000,0,0,32.1597
2.0000e+03,19.0000,0,0,0,30000,0,0,31.9962
2.0000e+03,19.5000,0,0,0,30000,0,0,31.4692
2.0000e+03,20.0000,0,0,0,30000,0,0,28.0544
2.0000e+03,20.5000,0,0,0,30000,0,0,30.3119
2.0000e+03,21.0000,0,0,0,30000,0,0,29.9904
2.0000e+03,21.5000,0,0,0,30000,0,0,29.5094
2.0000e+03,22.0000,0,0,0,29999,0,1,29.5271
2.0000e+03,22.5000,0,0,0,30000,0,0,29.2044
2.0000e+03,23.0000,0,0,0,30000,0,0,26.4308
2.0000e+03,23.5000,0,0,0,30000,0,0,25.4257
2.0000e+03,24.0000,0,0,0,30000,0,0,26.3066
2.0000e+03,24.5000,0,0,0,30000,0,0,27.3921
2.0000e+03,25.0000,0,0,0,30000,0,0,26.2200
2.0000e+03,25.5000,0,0,0,30000,0,0,26.5474
2.0000e+03,26.0000,0,0,0,30000,0,0,26.9355
2.0000e+03,26.5000,0,0,0,30000,0,0,24.2227
2.0000e+03,27.0000,0,0,0,30000,0,0,26.6097
2.0000e+03,27.5000,0,0,0,30000,0,0,26.0655
2.0000e+03,28.0000,0,0,0,30000,0,0,25.5089
2.0000e+03,28.5000,0,0,0,30000,0,0,22.9590
2.0000e+03,29.0000,0,0,0,30000,0,0,25.8559
2.0000e+03,29.5000,0,0,0,30000,0,0,25.6438
2.5000e+03,0.0000,58,51,0,29891,0,0,54.8567
2.5000e+03,0.5000,38,63,1,29898,0,0,53.6255
2.5000e+03,1.0000,47,61,1,29891,0,0,51.4728
2.5000e+03,1.5000,26,46,2,29926,0,0,52.3292
2.5000e+03,2.0000,13,32,1,29954,0,0,56.3281
2.5000e+03,2.5000,5,42,0,29953,0,0,53.8962
2.5000e+03,3.0000,0,33,0,29966,0,1,52.3062
2.5000e+03,3.5000,1,29,1,29969,0,0,53.5655
2.5000e+03,4.0000,0,18,0,29982,0,0,53.0942
2.5000e+03,4.5000,0,25,0,29975,0,0,50.9380
2.5000e+03,5.0000,0,26,0,29974,0,0,55.0180
2.5000e+03,5.5000,1,19,1,29979,0,0,55.3146
2.5000e+03,6.0000,1,10,1,29988,0,0,59.5254
2.5000e+03,6.5000,2,19,1,29978,0,0,61.1802
2.5000e+03,7.0000,3,11,0,29986,0,0,62.6029
2.5000e+03,7.5000,5,10,2,29983,0,0,72.9486
2.5000e+03,8.0000,3,13,0,29984,0,0,58.1172
2.5000e+03,8.5000,4,6,0,29990,0,0,62.0571
2.5000e+03,9.0000,2,5,0,29993,0,0,66.1259
2.5000e+03,9.5000,0,5,0,29995,0,0,51.1644
2.5000e+03,10.0000,2,3,0,29995,0,0,74.7106
2.5000e+03,10.5000,1,3,0,29996,0,0,48.0259
2.5000e+03,11.0000,0,5,0,29995,0,0,52.3970
2.5000e+03,11.5000,1,1,0,29998,0,0,45.8419
2.5000e+03,12.0000,0,0,0,30000,0,0,46.7357
2.5000e+03,12.5000,0,1,0,29999,0,0,40.0887
2.5000e+03,13.0000,0,1,1,29998,0,0,39.5958
2.5000e+03,13.5000,0,1,0,29999,0,0,39.0903
2.5000e+03,14.0000,0,0,0,30000,0,0,38.4321
2.5000e+03,14.5000,0,1,0,29999,0,0,37.2459
2.5000e+03,15.0000,0,0,0,30000,0,0,35.6471
2.5000e+03,15.5000,0,0,0,30000,0,0,33.3732
2.5000e+03,16.0000,0,0,0,30000,0,0,34.5876
2.5000e+03,16.5000,0,0,0,30000,0,0,31.6746
2.5000e+03,17.0000,0,0,0,30000,0,0,33.9120
2.5000e+03,17.5000,0,0,0,30000,0,0,33.6984
2.5000e+03,18.0000,0,0,0,30000,0,0,30.0035
2.5000e+03,18.5000,0,0,0,30000,0,0,32.7192
2.5000e+03,19.0000,0,0,0,30000,0,0,31.9853
2.5000e+03,19.5000,0,0,0,30000,0,0,28.9166
2.5000e+03,20.0000,0,0,0,30000,0,0,28.3168
2.5000e+03,20.5000,0,0,0,30000,0,0,30.5716
2.5000e+03,21.0000,0,0,0,30000,0,0,31.1511
2.5000e+03,21.5000,0,0,0,30000,0,0,27.6097
2.5000e+03,22.0000,0,0,0,30000,0,0,29.6884
2.5000e+03,22.5000,0,0,0,30000,0,0,29.9075
2.5000e+03,23.0000,0,0,0,30000,0,0,26.9082
2.5000e+03,23.5000,0,0,0,30000,0,0,28.7133
2.5000e+03,24.0000,0,0,0,30000,0,0,29.7513
2.5000e+03,24.5000,0,0,0,30000,0,0,29.3747
2.5000e+03,25.0000,0,0,0,30000,0,0,25.6884
2.5000e+03,25.5000,0,0,0,30000,0,0,27.8125
2.5000e+03,26.0000,0,0,0,30000,0,0,27.8709
2.5000e+03,26.5000,0,0,0,30000,0,0,27.3581
2.5000e+03,27.0000,0,0,0,30000,0,0,27.5067
2.5000e+03,27.5000,0,0,0,30000,0,0,27.2709
2.5000e+03,28.0000,0,0,0,29999,0,1,26.9426
2.5000e+03,28.5000,0,0,0,30000,0,0,23.5899
2.5000e+03,29.0000,0,0,0,30000,0,0,27.3593
2.5000e+03,29.5000,0,0,0,30000,0,0,26.7682
2.5000e+02,0.0000,118,138,24,29719,0,1,82.2472
2.5000e+02,1.0000,79,131,19,29771,0,0,87.0502
2.5000e+02,2.0000,65,107,20,29808,0,0,79.9638
2.5000e+02,3.0000,54,118,22,29806,0,0,85.2461
2.5000e+02,4.0000,41,103,27,29828,0,1,84.7301
2.5000e+02,5.0000,35,92,13,29860,0,0,86.2115
2.5000e+02,6.0000,27,104,6,29861,0,2,83.5645
2.5000e+02,7.0000,29,87,8,29875,0,1,81.8902
2.5000e+02,8.0000,30,88,2,29880,0,0,80.9953
2.5000e+02,9.0000,35,83,4,29878,0,0,83.1621
2.5000e+02,10.0000,31,67,5,29897,0,0,86.3255
2.5000e+02,11.0000,16,58,9,29916,0,1,85.7120
2.5000e+02,12.0000,42,53,11,29894,0,0,92.0447
2.5000e+02,13.0000,26,49,8,29916,0,1,89.7369
2.5000e+02,14.0000,29,47,8,29916,0,0,89.8649
2.5000e+02,15.0000,24,43,4,29929,0,0,86.1740
2.5000e+02,16.0000,27,41,1,29931,0,0,81.9719
2.5000e+02,17.0000,19,27,3,29950,0,1,78.7159
2.5000e+02,18.0000,20,19,3,29958,0,0,79.1025
2.5000e+02,19.0000,12,14,2,29971,0,1,79.3752
2.5000e+02,20.0000,7,14,3,29975,0,1,65.2677
2.5000e+02,21.0000,3,8,1,29988,0,0,58.2992
2.5000e+02,22.0000,2,4,0,29994,0,0,53.5015
2.5000e+02,23.0000,1,5,1,29993,0,0,49.9432
2.5000e+02,24.0000,1,2,0,29997,0,0,47.0586
2.5000e+02,25.0000,1,2,0,29997,0,0,48.0053
2.5000e+02,26.0000,1,3,1,29995,0,0,48.1350
2.5000e+02,27.0000,0,1,0,29998,0,1,43.5751
2.5000e+02,28.0000,0,0,0,29999,0,1,41.5778
2.5000e+02,29.0000,0,0,0,30000,0,0,39.1529
2.5000e+02,30.0000,0,0,0,30000,0,0,37.1444
2.5000e+02,31.0000,0,0,0,30000,0,0,37.0877
2.5000e+02,32.0000,0,1,0,29998,0,1,37.0749
2.5000e+02,33.0000,0,0,0,30000,0,0,34.2426
2.5000e+02,34.0000,0,0,0,29999,0,1,35.9883
2.5000e+02,35.0000,0,0,0,29999,0,1,35.5900
2.5000e+02,36.0000,0,0,0,30000,0,0,32.6407
2.5000e+02,37.0000,0,0,0,29999,0,1,34.3840
2.5000e+02,38.0000,0,0,0,30000,0,0,34.0455
2.5000e+02,39.0000,0,0,0,30000,0,0,33.8113
2.5000e+02,40.0000,0,0,0,30000,0,0,30.6249
2.5000e+02,41.0000,0,0,0,30000,0,0,33.7079
2.5000e+02,42.0000,0,0,0,30000,0,0,33.3502
2.5000e+02,43.0000,0,0,0,30000,0,0,35.2126
2.5000e+02,44.0000,0,0,0,29998,0,2,32.4512
2.5000e+02,45.0000,0,0,0,29998,0,2,31.8604
2.5000e+02,46.0000,0,0,0,30000,0,0,28.3843
2.5000e+02,47.0000,0,0,0,30000,0,0,30.6503
2.5000e+02,48.0000,0,0,0,30000,0,0,30.3688
2.5000e+02,49.0000,0,0,0,30000,0,0,30.8965
2.5000e+00,0.0000,243,492,17,29240,0,8,150.6102
2.5000e+00,5.0000,151,442,25,29378,0,4,161.7997
2.5000e+00,10.0000,121,428,27,29414,0,10,144.3359
2.5000e+00,15.0000,123,380,22,29465,0,10,163.5024
2.5000e+00,20.0000,132,339,14,29508,0,7,170.8191
2.5000e+00,25.0000,128,387,21,29455,0,9,168.8729
2.5000e+00,30.0000,143,353,18,29479,0,7,163.9526
2.5000e+00,35.0000,110,300,16,29570,0,4,147.1860
2.5000e+00,40.0000,113,250,18,29611,0,8,166.4636
2.5000e+00,45.0000,101,221,11,29655,0,12,139.5802
2.5000e+00,50.0000,72,145,13,29760,0,10,128.3904
2.5000e+00,55.0000,55,96,8,29836,0,5,124.2059
2.5000e+00,60.0000,31,77,4,29882,0,6,108.0204
2.5000e+00,65.0000,18,33,2,29938,0,9,86.4290
2.5000e+00,70.0000,7,12,2,29971,0,8,70.6883
2.5000e+00,75.0000,3,18,0,29970,0,9,83.6600
2.5000e+00,80.0000,1,8,0,29988,0,3,70.4637
2.5000e+00,85.0000,0,6,0,29988,0,6,70.3204
2.5000e+00,90.0000,1,0,0,29986,0,13,55.3058
2.5000e+00,95.0000,2,0,0,29989,0,9,65.5559
2.5000e+00,100.0000,1,1,0,29988,0,10,51.1626
2.5000e+00,105.0000,0,1,0,29987,0,12,50.3536
2.5000e+00,110.0000,0,0,0,29996,0,4,47.5137
2.5000e+00,115.0000,0,0,0,29990,0,10,46.8667
2.5000e+00,120.0000,0,1,0,29986,0,13,46.2811
2.5000e+00,125.0000,0,0,0,29989,0,11,44.3338
2.5000e+00,130.0000,0,1,0,29991,0,8,40.2439
2.5000e+00,135.0000,0,0,0,29987,0,13,40.9415
2.5000e+00,140.0000,0,0,0,29992,0,8,40.6932
2.5000e+00,145.0000,1,0,0,29994,0,5,37.1968
2.5000e+00,150.0000,0,0,0,29989,0,11,36.6820
2.5000e+00,155.0000,0,0,0,29994,0,6,40.0931
2.5000e+00,160.0000,0,0,0,29993,0,7,40.4145
2.5000e+00,165.0000,0,0,0,29995,0,5,37.0007
2.5000e+00,170.0000,0,0,0,29993,0,7,39.3997
2.5000e+00,175.0000,0,0,0,29985,0,15,37.3457
2.5000e+00,180.0000,0,0,0,29994,0,6,37.2037
2.5000e+00,185.0000,0,0,0,29992,0,8,35.9439
2.5000e+00,190.0000,0,0,0,29996,0,4,35.4872
2.5000e+00,195.0000,0,0,0,29993,0,7,37.5533
2.5000e+00,200.0000,0,0,0,29989,0,11,36.0268
2.5000e+00,205.0000,0,0,0,29990,0,10,36.6205
2.5000e+00,210.0000,0,0,0,29987,0,13,35.4983
2.5000e+00,215.0000,0,0,0,29990,0,10,34.5019
2.5000e+00,220.0000,0,0,0,29990,0,10,35.2752
2.5000e+00,225.0000,0,0,0,29992,0,8,35.4536
2.5000e+00,230.0000,0,0,0,29986,0,14,33.7907
2.5000e+00,235.0000,0,0,0,29987,0,13,34.5165
2.5000e+00,240.0000,0,0,0,29987,0,13,34.4717
2.5000e+00,245.0000,0,0,0,29990,0,10,32.0108
2.5000e+00,250.0000,0,0,0,29991,0,9,31.1211
2.5000e+00,255.0000,0,0,0,29988,0,12,32.8706
2.5000e+00,260.0000,0,0,0,29983,0,17,31.8933
2.5000e+00,265.0000,0,0,0,29987,0,13,29.0869
2.5000e+00,270.0000,0,0,0,29992,0,8,31.8387
2.5000e+00,275.0000,0,1,0,29987,0,12,31.5262
2.5000e+00,280.0000,0,0,0,29990,0,10,30.1320
2.5000e+00,285.0000,0,0,0,29993,0,7,31.2626
2.5000e+00,290.0000,0,0,0,29996,0,4,31.2865
2.5000e+00,295.0000,0,0,0,29987,0,13,28.2241
2.5000e+00,300.0000,0,1,0,29989,0,10,31.6899
2.5000e+00,305.0000,0,1,0,29991,0,8,31.9835
2.5000e+00,310.0000,0,0,0,29980,0,20,31.4992
2.5000e+00,315.0000,0,2,0,29983,0,15,31.4378
2.5000e+00,320.0000,0,0,0,29991,0,9,31.0325
2.5000e+00,325.0000,0,0,0,29986,0,14,31.1036
2.5000e+00,330.0000,0,1,0,29979,0,20,30.0950
2.5000e+00,335.0000,0,0,0,29987,0,13,30.4306
2.5000e+00,340.0000,0,0,0,29991,0,9,31.3610
2.5000e+00,345.0000,0,1,0,29985,0,14,30.6816
2.5000e+00,350.0000,0,0,0,29978,0,22,30.5348
2.5000e+00,355.0000,0,0,0,29989,0,11,29.9363
2.5000e+00,360.0000,0,0,0,29989,0,11,28.8466
2.5000e+00,365.0000,0,0,0,29995,0,5,30.3349
2.5000e+00,370.0000,0,0,0,29985,0,15,30.0580
2.5000e+00,375.0000,0,0,0,29977,0,23,29.9832
2.5000e+00,380.0000,0,0,0,29983,0,17,27.4688
2.5000e+00,385.0000,0,1,0,29988,0,11,29.4917
2.5000e+00,390.0000,0,0,0,29985,0,15,29.7580
2.5000e+00,395.0000,0,0,0,29992,0,8,26.7567
2.5000e+01,0.0000,171,280,24,29522,0,3,125.7978
2.5000e+01,2.0000,106,230,23,29640,0,1,114.1111
2.5000e+01,4.0000,105,233,17,29642,0,3,131.3802
2.5000e+01,6.0000,85,194,19,29699,0,3,122.8913
2.5000e+01,8.0000,78,187,29,29702,0,4,129.8187
2.5000e+01,10.0000,73,180,20,29726,0,1,120.7060
2.5000e+01,12.0000,72,171,14,29740,0,3,118.6613
2.5000e+01,14.0000,73,195,7,29723,0,2,123.9066
2.5000e+01,16.0000,69,184,24,29721,0,2,120.7189
2.5000e+01,18.0000,71,189,21,29718,0,1,124.0819
2.5000e+01,20.0000,70,138,20,29771,0,1,115.5279
2.5000e+01,22.0000,62,107,13,29817,0,1,127.0155
2.5000e+01,24.0000,85,116,10,29788,0,1,119.1705
2.5000e+01,26.0000,56,84,13,29846,0,1,119.0579
2.5000e+01,28.0000,43,71,8,29877,0,1,119.7494
2.5000e+01,30.0000,39,67,4,29890,0,0,98.4989
2.5000e+01,32.0000,19,43,8,29928,0,2,80.2083
2.5000e+01,34.0000,14,23,3,29960,0,0,79.3653
2.5000e+01,36.0000,11,25,0,29963,0,1,69.1788
2.5000e+01,38.0000,3,27,0,29969,0,1,65.6816
2.5000e+01,40.0000,0,12,1,29984,0,3,61.7296
2.5000e+01,42.0000,1,10,0,29987,0,2,59.8121
2.5000e+01,44.0000,0,4,0,29996,0,0,52.1288
2.5000e+01,46.0000,0,4,0,29994,0,2,51.9098
2.5000e+01,48.0000,0,2,0,29998,0,0,47.2689
2.5000e+01,50.0000,0,1,1,29998,0,0,46.4452
2.5000e+01,52.0000,0,0,0,29999,0,1,41.8053
2.5000e+01,54.0000,0,1,0,29999,0,0,56.5727
2.5000e+01,56.0000,0,0,0,29998,0,2,42.5202
2.5000e+01,58.0000,0,0,0,29999,0,1,38.9619
2.5000e+01,60.0000,0,0,0,29997,0,3,41.5229
2.5000e+01,62.0000,0,0,0,29999,0,1,40.5156
2.5000e+01,64.0000,0,0,0,29998,0,2,38.9319
2.5000e+01,66.0000,0,0,0,29998,0,2,35.8884
2.5000e+01,68.0000,0,0,0,29994,0,6,38.3941
2.5000e+01,70.0000,0,0,0,29998,0,2,38.0652
2.5000e+01,72.0000,0,0,1,29998,0,1,36.5767
2.5000e+01,74.0000,0,0,0,29999,0,1,36.6921
2.5000e+01,76.0000,0,0,0,30000,0,0,36.3018
2.5000e+01,78.0000,0,0,0,30000,0,0,35.8291
2.5000e+01,80.0000,0,0,0,29998,0,2,35.2283
2.5000e+01,82.0000,0,0,0,29998,0,2,35.1957
2.5000e+01,84.0000,0,0,0,29999,0,1,34.0375
2.5000e+01,86.0000,0,0,0,29998,0,2,31.1353
2.5000e+01,88.0000,0,0,0,29999,0,1,33.5819
2.5000e+01,90.0000,0,0,0,30000,0,0,32.8559
2.5000e+01,92.0000,0,0,0,29999,0,1,32.3239
2.5000e+01,94.0000,0,0,0,29998,0,2,32.9977
2.5000e+01,96.0000,0,0,0,30000,0,0,33.1404
2.5000e+01,98.0000,0,0,0,29997,0,3,32.1876
3.0000e+03,0.0000,44,63,2,29890,0,1,51.0900
3.0000e+03,0.5000,49,52,1,29898,0,0,53.1725
3.0000e+03,1.0000,35,68,2,29895,0,0,55.6763
3.0000e+03,1.5000,22,39,2,29937,0,0,55.0917
3.0000e+03,2.0000,8,38,1,29953,0,0,52.4788
3.0000e+03,2.5000,2,36,0,29962,0,0,53.0805
3.0000e+03,3.0000,1,29,0,29970,0,0,50.5704
3.0000e+03,3.5000,2,17,1,29980,0,0,51.7709
3.0000e+03,4.0000,0,22,0,29978,0,0,53.3906
